,Publication (Citation),Data contributor,Year,Season,Koppen climate classification,Climate,City,Country,Building type,Cooling startegy_building level,Cooling startegy_operation mode for MM buildings,Heating strategy_building level,Age,Sex,Thermal sensation,Thermal sensation acceptability,Thermal preference,Air movement acceptability,Air movement preference,Thermal comfort,PMV,PPD,SET,Clo,Met,activity_10,activity_20,activity_30,activity_60,Air temperature (¡C),Air temperature (¡F),Ta_h (¡C),Ta_h (¡F),Ta_m (¡C),Ta_m (¡F),Ta_l (¡C),Ta_l (¡F),Operative temperature (¡C),Operative temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Tg_h (¡C),Tg_h (¡F),Tg_m (¡C),Tg_m (¡F),Tg_l (¡C),Tg_l (¡F),Relative humidity (%),Humidity preference,Humidity sensation,Air velocity (m/s),Air velocity (fpm),Velocity_h (m/s),Velocity_h (fpm),Velocity_m (m/s),Velocity_m (fpm),Velocity_l (m/s),Velocity_l (fpm),Subject«s height (cm),Subject«s weight (kg),Blind (curtain),Fan,Window,Door,Heater,Outdoor monthly air temperature (¡C),Outdoor monthly air temperature (¡F),Database
65027,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,1.0,,,,,,,,,0.7,1.0,,1.0,,,21.1,70.0,,,,,,,,,,,,,,,,,,,58.2,,,,,,,,,,,,,,,,,,5.0,41.0,Database 2
65028,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,70.0,Female,1.0,,,,,,,,,0.85,1.6,,2.4,,,21.9,71.4,,,,,,,,,,,,,,,,,,,50.7,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65029,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,1.0,,,,,,,,,0.66,1.0,,1.2,,,22.1,71.8,,,,,,,,,,,,,,,,,,,54.3,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65030,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,65.0,Male,1.0,,,,,,,,,0.76,1.0,,1.2,,,21.8,71.2,,,,,,,,,,,,,,,,,,,53.1,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65031,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,65.0,Female,1.0,,,,,,,,,0.59,1.0,,1.2,,,22.2,72.0,,,,,,,,,,,,,,,,,,,57.4,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65032,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.31,1.0,,1.2,,,21.8,71.2,,,,,,,,,,,,,,,,,,,53.8,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65033,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,65.0,Male,0.0,,,,,,,,,0.8,1.0,,1.2,,,19.8,67.6,,,,,,,,,,,,,,,,,,,57.1,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65034,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.41,1.2,,1.6,,,20.7,69.3,,,,,,,,,,,,,,,,,,,58.4,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65035,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.76,1.0,,1.6,,,21.2,70.2,,,,,,,,,,,,,,,,,,,60.6,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65036,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,70.0,Male,0.0,,,,,,,,,0.8,1.2,,1.2,,,19.8,67.6,,,,,,,,,,,,,,,,,,,58.2,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65037,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Female,1.0,,,,,,,,,0.6,1.0,,2.4,,,20.2,68.4,,,,,,,,,,,,,,,,,,,56.6,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65038,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,30.0,Female,1.0,,,,,,,,,0.91,1.2,,1.6,,,20.8,69.4,,,,,,,,,,,,,,,,,,,61.2,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65039,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,30.0,Male,0.0,,,,,,,,,0.86,1.2,,2.4,,,19.2,66.6,,,,,,,,,,,,,,,,,,,56.9,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65040,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,65.0,Male,0.0,,,,,,,,,0.76,1.2,,1.2,,,20.6,69.1,,,,,,,,,,,,,,,,,,,58.7,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65041,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.76,1.6,,1.2,,,19.7,67.5,,,,,,,,,,,,,,,,,,,56.4,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65042,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,65.0,Female,0.0,,,,,,,,,0.59,1.2,,1.2,,,20.8,69.4,,,,,,,,,,,,,,,,,,,60.1,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65043,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.6,1.2,,0.8,,,20.4,68.7,,,,,,,,,,,,,,,,,,,59.3,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65044,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,70.0,Male,1.0,,,,,,,,,0.76,1.6,,1.6,,,21.2,70.2,,,,,,,,,,,,,,,,,,,57.7,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65045,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.86,1.0,,1.0,,,20.4,68.7,,,,,,,,,,,,,,,,,,,58.2,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65046,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.6,1.2,,1.2,,,20.8,69.4,,,,,,,,,,,,,,,,,,,55.9,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65047,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,65.0,Female,0.0,,,,,,,,,0.6,1.0,,1.2,,,21.3,70.3,,,,,,,,,,,,,,,,,,,53.2,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65048,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.76,1.2,,1.2,,,21.1,70.0,,,,,,,,,,,,,,,,,,,54.6,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65049,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,1.0,,,,,,,,,0.91,1.2,,2.4,,,20.8,69.4,,,,,,,,,,,,,,,,,,,52.7,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65050,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Female,1.0,,,,,,,,,0.75,1.2,,1.2,,,21.7,71.1,,,,,,,,,,,,,,,,,,,60.2,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65051,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.37,1.6,,1.6,,,20.2,68.4,,,,,,,,,,,,,,,,,,,59.7,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65052,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,0.7,2.4,,2.4,,,21.2,70.2,,,,,,,,,,,,,,,,,,,54.3,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65053,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,65.0,Male,0.0,,,,,,,,,0.72,1.2,,1.2,,,20.4,68.7,,,,,,,,,,,,,,,,,,,56.7,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65054,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Female,0.0,,,,,,,,,0.4,1.6,,1.6,,,21.1,70.0,,,,,,,,,,,,,,,,,,,61.1,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65055,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,30.0,Male,0.0,,,,,,,,,0.66,1.2,,1.2,,,20.9,69.6,,,,,,,,,,,,,,,,,,,57.8,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65056,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Female,-1.0,,,,,,,,,0.69,1.0,,1.6,,,17.3,63.1,,,,,,,,,,,,,,,,,,,59.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65057,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,70.0,Female,-2.0,,,,,,,,,1.1,1.0,,1.6,,,14.0,57.2,,,,,,,,,,,,,,,,,,,41.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65058,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,70.0,Female,-2.0,,,,,,,,,0.75,1.6,,1.2,,,13.0,55.4,,,,,,,,,,,,,,,,,,,45.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65059,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,70.0,Male,0.0,,,,,,,,,1.11,1.0,,1.0,,,19.0,66.2,,,,,,,,,,,,,,,,,,,54.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65060,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,70.0,Male,0.0,,,,,,,,,1.11,1.0,,1.0,,,19.0,66.2,,,,,,,,,,,,,,,,,,,51.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65061,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Female,0.0,,,,,,,,,1.0,1.0,,1.0,,,19.0,66.2,,,,,,,,,,,,,,,,,,,46.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65062,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Female,0.0,,,,,,,,,1.0,1.0,,1.6,,,20.0,68.0,,,,,,,,,,,,,,,,,,,53.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65063,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Male,0.0,,,,,,,,,1.01,1.0,,0.8,,,18.0,64.4,,,,,,,,,,,,,,,,,,,50.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65064,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,70.0,Male,0.0,,,,,,,,,1.01,1.0,,1.2,,,18.0,64.4,,,,,,,,,,,,,,,,,,,62.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65065,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,50.0,Female,0.0,,,,,,,,,0.75,1.0,,2.4,,,18.7,65.7,,,,,,,,,,,,,,,,,,,56.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65066,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,20.0,Female,0.0,,,,,,,,,1.0,1.0,,2.4,,,18.0,64.4,,,,,,,,,,,,,,,,,,,66.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
65067,"Singh M. K., Mahapatra S., Teller J. (2014) Relation between indoor thermal environment and renovation in Liege residential buildings. Thermal Science , 18(3), 889-902.",Singh Manoj,2013.0,,Cfb,Temperate oceanic,Liege,Belgium,Multifamily housing,Naturally Ventilated,,Mechanical Heating,70.0,Male,1.0,,,,,,,,,0.91,1.0,,1.0,,,20.0,68.0,,,,,,,,,,,,,,,,,,,50.0,,,0.0,0.0,,,,,,,,,,,,,,5.0,41.0,Database 2
