,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡F)
135,0.5,10.0,27.44,0.82,1.2,23.8,53.8,0.0,0.0,74.8,25.6,78.1,25.2,77.4,-1.0,0.0,67.6
136,0.5,11.0,27.71,0.66,1.6,23.3,54.1,0.0,1.0,73.9,24.0,75.2,23.8,74.8,0.0,0.0,67.6
137,0.5,11.0,27.72,0.84,1.3,24.2,52.8,0.0,0.0,75.6,24.4,75.9,24.3,75.7,1.0,0.0,67.6
138,0.7,16.0,28.45,0.64,1.6,24.0,53.3,0.0,1.0,75.2,25.3,77.5,25.1,77.2,1.0,0.0,67.6
139,0.16666666666666666,5.666666666666667,25.816666666666666,0.74,1.2,23.599999999999998,45.4,0.0033333333333333335,0.0,74.5,24.066666666666663,75.33333333333333,24.03333333333333,75.3,0.0,0.6566666666666666,67.6
140,0.6,14.0,28.0,0.47,1.7,23.5,53.86666666666667,0.0,0.0,74.3,24.46666666666667,76.03333333333333,24.26666666666667,75.66666666666667,0.0,0.0,67.6
141,0.3,7.333333333333333,26.649999999999995,0.86,1.2,23.233333333333334,52.300000000000004,0.03666666666666667,1.0,73.8,24.2,75.56666666666666,23.899999999999995,75.03333333333335,0.0,7.22,67.6
142,0.9,23.0,30.01,0.7,1.8,24.0,53.1,0.0,1.0,75.2,24.2,75.6,24.2,75.6,-1.0,0.0,67.6
143,0.2,6.0,26.28,0.72,1.6,22.0,46.7,0.0,0.0,71.6,21.6,70.9,21.6,70.9,2.0,0.0,47.2
144,0.1,5.0,25.93,0.97,1.3,21.2,48.2,0.0,0.0,70.2,21.8,71.2,21.8,71.2,0.0,0.0,47.2
145,0.0,5.0,25.26,0.88,1.2,21.9,49.2,0.0,0.0,71.4,22.1,71.8,22.1,71.8,0.0,0.0,47.2
146,0.9,23.0,31.25,0.96,2.0,21.3,50.2,0.0,0.0,70.3,22.1,71.8,22.0,71.6,0.0,0.0,47.2
147,-0.6,11.0,23.15,0.63,1.2,21.7,46.2,0.0,0.0,71.1,22.2,72.0,22.1,71.8,0.0,0.0,46.0
148,-0.2,6.0,24.67,0.78,1.2,22.2,44.2,0.0,0.0,72.0,22.5,72.5,22.4,72.3,1.0,0.0,46.0
149,-0.3,7.0,24.03,0.67,1.2,22.3,44.4,0.0,1.0,72.1,22.7,72.9,22.7,72.9,1.0,0.0,45.2
150,0.1,5.0,25.88,0.95,1.2,21.9,43.8,0.0,0.0,71.4,22.7,72.9,22.6,72.7,0.0,0.0,45.2
151,0.2,6.0,26.36,0.95,1.2,22.9,40.9,0.0,0.0,73.2,22.9,73.2,22.9,73.2,0.0,0.0,45.2
152,0.0,5.0,25.42,0.83,1.2,22.5,41.8,0.0,-1.0,72.5,23.1,73.6,23.0,73.4,0.0,0.0,44.5
153,-0.2,5.0,24.69,0.76,1.2,22.4,43.4,0.0,0.0,72.3,22.7,72.9,22.6,72.7,2.0,0.0,44.5
154,0.0,5.0,25.29,0.72,1.3,22.0,46.9,0.0,-1.0,71.6,23.3,73.9,22.9,73.2,1.0,0.0,44.5
155,0.4,8.0,27.25,0.81,1.5,21.9,46.2,0.0,1.0,71.4,23.3,73.9,23.0,73.4,2.0,0.0,44.1
156,0.1,5.0,25.95,0.95,1.2,21.9,44.5,0.0,0.0,71.4,22.7,72.9,22.7,72.9,0.0,0.0,44.1
157,0.4,8.0,27.18,0.68,1.7,22.1,46.7,0.0,0.0,71.8,22.5,72.5,22.4,72.3,0.0,0.0,44.1
158,0.8,18.0,29.63,0.78,1.9,22.4,46.8,0.0,0.0,72.3,23.0,73.4,23.0,73.4,1.0,0.0,43.5
159,0.3,7.0,26.72,0.66,1.6,21.9,47.2,0.0,1.0,71.4,23.1,73.6,23.0,73.4,-2.0,0.0,43.3
160,-0.3,7.0,24.14,0.73,1.2,21.4,48.8,0.0,0.0,70.5,23.1,73.6,22.6,72.7,0.0,0.0,43.3
161,-0.1,5.0,24.88,0.73,1.2,22.6,48.4,0.0,0.0,72.7,23.0,73.4,23.0,73.4,0.0,0.0,43.3
162,-0.2,5.0,24.67,0.68,1.2,22.6,49.3,0.0,0.0,72.7,23.3,73.9,23.3,73.9,0.0,0.0,43.3
163,-0.5,9.0,23.52,0.68,1.2,21.5,52.3,0.0,-1.0,70.7,22.0,71.6,22.0,71.6,0.0,0.0,43.6
164,-0.2,6.0,24.31,0.56,1.3,22.5,52.6,0.0,0.0,72.5,22.9,73.2,22.9,73.2,0.0,0.0,43.3
165,0.9,21.0,29.92,0.67,2.0,22.5,53.1,0.0,0.0,72.5,23.2,73.8,23.2,73.8,0.0,0.0,43.4
166,0.2,6.0,26.6,0.93,1.2,22.4,51.9,0.0,1.0,72.3,23.7,74.7,23.4,74.1,1.0,0.0,43.4
167,0.7,16.0,29.35,0.81,1.7,22.4,52.6,0.0,0.0,72.3,23.3,73.9,23.1,73.6,1.0,0.0,43.4
168,0.4,8.0,27.32,0.63,1.7,21.5,54.5,0.0,0.0,70.7,23.0,73.4,22.7,72.9,0.0,0.0,43.6
169,0.6,14.0,29.42,0.93,1.7,21.2,56.1,0.0,-1.0,70.2,22.7,72.9,22.2,72.0,0.0,0.0,43.6
170,0.5,11.0,28.62,0.91,1.6,21.2,56.9,0.0,0.0,70.2,22.1,71.8,22.0,71.6,0.0,0.0,43.7
171,1.0,28.0,30.34,0.62,2.3,22.8,43.4,0.0,0.0,73.0,22.7,72.9,22.8,73.0,0.0,0.0,53.0
172,-0.1,5.0,24.77,0.67,1.2,23.2,43.3,0.0,0.0,73.8,23.4,74.1,23.4,74.1,0.0,0.0,53.0
173,1.1,29.0,30.27,0.58,2.3,23.1,43.5,0.0,0.0,73.6,23.3,73.9,23.3,73.9,0.0,0.0,53.0
174,0.0,5.0,25.26,0.82,1.2,22.1,45.1,0.0,0.0,71.8,23.1,73.6,23.0,73.4,0.0,0.0,53.0
175,0.1,5.0,25.91,0.79,1.4,21.6,47.0,0.0,-1.0,70.9,22.5,72.5,22.4,72.3,0.0,0.0,53.0
176,0.8,20.0,30.06,0.9,1.7,22.6,45.2,0.0,0.0,72.7,23.8,74.8,23.6,74.5,0.0,0.0,53.0
177,0.3,7.0,26.08,0.55,1.6,23.1,42.9,0.0,0.0,73.6,23.6,74.5,23.6,74.5,0.0,0.0,53.0
178,0.0,5.0,25.41,0.73,1.2,23.2,44.3,0.0,0.0,73.8,23.9,75.0,23.7,74.7,0.0,0.0,53.0
179,0.5,10.0,27.16,0.61,1.6,23.4,45.1,0.0,1.0,74.1,24.6,76.3,24.3,75.7,1.0,0.0,53.0
180,0.8,20.0,29.94,0.98,1.6,23.2,45.3,0.0,0.0,73.8,24.4,75.9,24.2,75.6,1.0,0.0,53.0
181,0.3,6.0,26.5,0.86,1.2,23.0,46.8,0.0,0.0,73.4,24.2,75.6,24.0,75.2,0.0,0.0,53.0
182,-0.4,8.0,23.75,0.63,1.2,22.4,47.2,0.0,0.0,72.3,22.6,72.7,22.6,72.7,0.0,0.0,53.0
183,0.5,11.0,27.66,0.7,1.6,23.0,46.3,0.0,0.0,73.4,23.3,73.9,23.3,73.9,0.0,0.0,53.0
184,0.7,16.0,28.87,0.84,1.6,23.6,43.8,0.0,0.0,74.5,24.0,75.2,23.9,75.0,0.0,0.0,53.0
185,-0.3,7.0,24.22,0.73,1.2,21.6,48.1,0.0,0.0,70.9,22.9,73.2,22.6,72.7,0.0,0.0,53.0
186,-0.1,5.0,24.81,0.63,1.2,23.4,43.2,0.0,1.0,74.1,24.0,75.2,23.9,75.0,-1.0,0.0,53.0
187,1.2,37.0,30.48,0.46,2.5,22.9,45.1,0.0,1.0,73.2,23.8,74.8,23.8,74.8,1.0,0.0,53.0
188,0.2,6.0,26.04,0.66,1.3,23.5,44.1,0.0,0.0,74.3,24.3,75.7,24.2,75.6,0.0,0.0,53.0
189,0.7,14.0,28.5,0.75,1.6,23.2,44.9,0.0,0.0,73.8,24.3,75.7,24.2,75.6,0.0,0.0,53.0
190,0.8,20.0,28.78,0.52,2.0,23.4,43.0,0.0,-1.0,74.1,24.4,75.9,24.2,75.6,1.0,0.0,53.0
191,0.6,13.0,28.43,0.88,1.5,23.1,45.2,0.0,0.0,73.6,23.8,74.8,23.7,74.7,0.0,0.0,53.0
192,-0.2,6.0,24.45,0.64,1.3,21.0,50.0,0.1,0.0,69.8,22.7,72.9,22.1,71.8,0.0,19.69,53.0
193,0.5,10.0,27.79,0.94,1.3,23.3,43.6,0.0,0.0,73.9,23.9,75.0,23.7,74.7,3.0,0.0,53.0
194,0.7,15.0,28.27,0.64,1.7,23.6,44.5,0.0,1.0,74.5,24.6,76.3,24.4,75.9,0.0,0.0,53.0
195,0.9,21.0,30.01,0.81,1.8,22.9,45.9,0.0,0.0,73.2,24.4,75.9,24.2,75.6,0.0,0.0,53.0
196,-0.3,7.0,24.12,0.72,1.2,22.1,49.9,0.0,0.0,71.8,22.1,71.8,22.1,71.8,0.0,0.0,55.5
197,0.0,5.0,25.45,0.82,1.2,22.6,47.8,0.0,0.0,72.7,22.8,73.0,22.8,73.0,1.0,0.0,55.5
198,0.1,5.0,25.65,0.82,1.2,22.8,46.2,0.0,0.0,73.0,23.1,73.6,23.1,73.6,0.0,0.0,55.5
199,0.2,6.0,26.25,0.93,1.2,22.4,47.2,0.0,0.0,72.3,23.2,73.8,23.0,73.4,0.0,0.0,55.5
200,0.3,7.0,26.96,1.03,1.2,22.4,47.3,0.0,-2.0,72.3,23.1,73.6,23.0,73.4,0.0,0.0,55.5
201,-0.1,5.0,24.78,0.69,1.2,22.9,45.2,0.0,0.0,73.2,23.3,73.9,23.3,73.9,0.0,0.0,55.5
202,0.0,5.0,25.48,0.78,1.2,22.3,47.6,0.0,0.0,72.1,24.2,75.6,23.7,74.7,0.0,0.0,55.5
203,0.3,7.0,26.8,0.93,1.2,23.1,45.5,0.0,0.0,73.6,23.7,74.7,23.6,74.5,0.0,0.0,55.5
204,0.3,7.0,27.09,0.78,1.4,22.2,47.4,0.1,0.0,72.0,23.8,74.8,23.3,73.9,0.0,19.69,55.5
205,-0.1,5.0,25.08,0.73,1.2,22.3,46.9,0.0,0.0,72.1,24.2,75.6,23.7,74.7,0.0,0.0,55.5
206,0.6,12.0,27.9,0.71,1.6,23.4,44.0,0.0,-1.0,74.1,24.2,75.6,24.2,75.6,0.0,0.0,55.5
207,-0.1,5.0,24.84,0.73,1.2,22.5,46.4,0.0,1.0,72.5,23.3,73.9,23.1,73.6,1.0,0.0,55.5
208,-0.3,7.0,24.1,0.66,1.2,22.0,47.5,0.0,-1.0,71.6,23.2,73.8,23.1,73.6,0.0,0.0,55.5
209,0.2,6.0,26.26,0.93,1.2,22.1,46.9,0.0,0.0,71.8,23.7,74.7,23.3,73.9,0.0,0.0,55.5
210,0.2,6.0,26.27,0.9,1.2,22.6,45.4,0.0,-1.0,72.7,23.6,74.5,23.4,74.1,0.0,0.0,55.5
211,0.6,13.0,28.96,1.01,1.6,21.7,47.7,0.0,-2.0,71.1,22.7,72.9,22.5,72.5,0.0,0.0,55.5
212,0.0,5.0,25.4,0.93,1.2,21.6,47.1,0.0,0.0,70.9,22.0,71.6,22.0,71.6,1.0,0.0,55.5
213,1.4,46.0,33.94,0.96,2.5,21.5,47.4,0.0,-1.0,70.7,22.1,71.8,22.0,71.6,0.0,0.0,55.5
214,0.1,5.0,25.75,0.81,1.2,23.2,42.8,0.0,1.0,73.8,23.3,73.9,23.3,73.9,-1.0,0.0,55.5
215,-0.3,6.0,24.13,0.58,1.2,23.2,43.6,0.0,0.0,73.8,23.6,74.5,23.5,74.3,2.0,0.0,55.5
216,-0.1,5.0,24.82,0.73,1.2,22.5,43.5,0.0,0.0,72.5,23.2,73.8,23.2,73.8,0.0,0.0,55.5
217,-0.2,6.0,24.53,0.68,1.2,22.3,44.3,0.0,0.0,72.1,23.7,74.7,23.5,74.3,0.0,0.0,55.5
218,-0.1,5.0,24.62,0.65,1.2,23.3,41.7,0.0,0.0,73.9,23.4,74.1,23.4,74.1,0.0,0.0,55.5
219,0.4,9.0,27.29,0.99,1.2,23.5,40.5,0.0,0.0,74.3,23.9,75.0,23.8,74.8,1.0,0.0,55.5
220,0.5,11.0,27.61,0.73,1.6,23.6,39.9,0.0,0.0,74.5,23.3,73.9,23.4,74.1,0.0,0.0,55.5
221,0.0,5.0,25.24,0.73,1.2,23.4,40.9,0.0,0.0,74.1,23.4,74.1,23.4,74.1,0.0,0.0,55.5
222,-0.4,8.0,23.86,0.73,1.2,21.7,45.1,0.0,-1.0,71.1,23.2,73.8,22.7,72.9,1.0,0.0,55.5
223,0.5,11.0,28.02,0.86,1.6,22.4,43.0,0.0,0.0,72.3,22.9,73.2,22.8,73.0,0.0,0.0,55.5
224,-0.4,8.0,23.77,0.63,1.2,22.4,33.0,0.0,0.0,72.3,23.1,73.6,23.1,73.6,-1.0,0.0,49.8
225,0.4,8.0,26.84,0.75,1.6,22.7,31.9,0.0,0.0,72.9,22.8,73.0,22.8,73.0,0.0,0.0,49.8
226,0.1,5.0,25.96,0.94,1.2,22.5,33.2,0.0,0.0,72.5,23.1,73.6,23.0,73.4,0.0,0.0,49.8
227,0.1,5.0,25.36,0.64,1.4,22.6,31.4,0.0,0.0,72.7,23.3,73.9,23.1,73.6,0.0,0.0,49.8
228,0.6,12.0,27.99,0.85,1.6,23.3,30.4,0.0,0.0,73.9,23.4,74.1,23.3,73.9,0.0,0.0,49.8
229,0.4,8.0,26.89,0.77,1.6,22.4,32.1,0.0,-1.0,72.3,22.9,73.2,22.8,73.0,1.0,0.0,49.8
230,0.7,15.0,28.81,0.88,1.7,22.8,31.1,0.0,-2.0,73.0,23.3,73.9,23.3,73.9,0.0,0.0,49.8
231,0.5,10.0,27.47,0.8,1.6,22.8,31.4,0.0,0.0,73.0,23.3,73.9,23.3,73.9,0.0,0.0,49.8
232,0.1,5.0,25.32,0.56,1.6,22.5,32.2,0.0,0.0,72.5,23.4,74.1,23.1,73.6,0.0,0.0,49.8
233,0.5333333333333333,13.0,27.433333333333337,0.65,1.8,23.233333333333334,45.26666666666667,0.0,0.0,73.8,24.166666666666668,75.46666666666667,23.900000000000002,75.0,0.0,0.0,49.8
234,0.3,7.0,26.72,0.75,1.6,22.5,30.7,0.0,0.0,72.5,22.8,73.0,22.8,73.0,0.0,0.0,49.8
235,-0.1,5.0,24.69,0.59,1.4,22.8,30.7,0.0,0.0,73.0,23.2,73.8,23.1,73.6,0.0,0.0,49.8
236,0.1,5.0,25.57,0.67,1.4,22.6,30.4,0.0,0.0,72.7,23.2,73.8,23.1,73.6,0.0,0.0,49.8
237,0.2,6.0,26.09,0.82,1.2,24.0,27.8,0.0,2.0,75.2,24.1,75.4,24.1,75.4,0.0,0.0,49.8
238,0.4,8.0,27.08,1.0,1.2,23.0,36.9,0.0,1.0,73.4,24.2,75.6,23.9,75.0,0.0,0.0,49.6
239,-0.3,7.0,24.2,0.63,1.2,22.8,36.3,0.0,0.0,73.0,23.6,74.5,23.5,74.3,0.0,0.0,49.6
240,-0.2,6.0,24.64,0.66,1.2,22.8,36.8,0.0,1.0,73.0,24.4,75.9,23.9,75.0,0.0,0.0,49.6
241,-0.2,6.0,24.47,0.63,1.2,23.0,35.5,0.0,0.0,73.4,24.0,75.2,23.9,75.0,0.0,0.0,49.6
242,0.0,5.0,25.43,0.68,1.2,23.5,34.7,0.1,0.0,74.3,24.5,76.1,24.1,75.4,0.0,19.69,49.6
243,0.2,6.0,26.28,0.87,1.2,23.3,36.6,0.0,0.0,73.9,23.9,75.0,23.8,74.8,0.0,0.0,49.6
244,-0.1,5.0,24.83,0.68,1.2,23.3,34.6,0.0,0.0,73.9,23.8,74.8,23.7,74.7,0.0,0.0,49.6
245,0.3,7.0,26.42,0.66,1.6,23.0,32.6,0.1,0.0,73.4,23.2,73.8,23.1,73.6,0.0,19.69,49.6
246,0.4,8.0,26.83,0.93,1.2,23.6,31.9,0.0,1.0,74.5,24.3,75.7,24.2,75.6,0.0,0.0,49.6
247,-0.2,6.0,24.43,0.61,1.3,22.6,34.0,0.0,0.0,72.7,23.4,74.1,23.1,73.6,1.0,0.0,49.6
248,0.1,5.0,25.72,0.82,1.2,23.1,35.3,0.0,0.0,73.6,23.7,74.7,23.6,74.5,0.0,0.0,49.6
249,-0.3,6.0,24.25,0.62,1.2,22.9,35.4,0.0,0.0,73.2,24.1,75.4,23.7,74.7,0.0,0.0,49.6
250,0.3,7.0,26.58,0.87,1.2,23.8,32.4,0.0,0.0,74.8,24.4,75.9,24.3,75.7,-1.0,0.0,49.6
251,0.2,6.0,25.92,0.82,1.2,23.6,32.2,0.0,0.0,74.5,23.8,74.8,23.8,74.8,1.0,0.0,49.6
252,0.2,6.0,26.48,0.82,1.2,22.5,34.1,0.1,0.0,72.5,25.3,77.5,24.1,75.4,0.0,19.69,49.6
253,-0.2,5.0,24.69,0.7,1.2,22.7,34.8,0.0,0.0,72.9,23.9,75.0,23.6,74.5,0.0,0.0,49.6
254,0.2,6.0,26.24,0.74,1.2,24.1,33.2,0.1,2.0,75.4,25.0,77.0,24.6,76.3,2.0,19.69,49.6
255,0.1,5.0,25.84,0.91,1.2,21.9,35.9,0.0,0.0,71.4,24.2,75.6,23.5,74.3,0.0,0.0,49.6
256,-0.1,5.0,24.84,0.65,1.2,22.9,33.0,0.1,0.0,73.2,24.3,75.7,23.7,74.7,0.0,19.69,49.6
257,0.2,6.0,26.11,0.67,1.3,23.3,30.5,0.1,1.0,73.9,25.4,77.7,24.6,76.3,0.0,19.69,49.6
258,0.2,6.0,26.59,0.99,1.2,22.5,38.6,0.0,1.0,72.5,23.3,73.9,23.3,73.9,-1.0,0.0,48.6
259,0.7,14.0,28.86,0.96,1.6,22.7,37.1,0.0,0.0,72.9,23.4,74.1,23.3,73.9,0.0,0.0,48.6
260,0.2,6.0,25.99,0.82,1.2,23.4,37.2,0.0,1.0,74.1,23.8,74.8,23.8,74.8,-1.0,0.0,48.6
261,-0.1,5.0,24.97,0.66,1.3,21.8,42.2,0.1,0.0,71.2,23.3,73.9,22.7,72.9,0.0,19.69,48.6
262,0.2,6.0,25.71,0.56,1.6,22.9,37.8,0.0,-1.0,73.2,23.3,73.9,23.2,73.8,0.0,0.0,48.6
263,0.3,6.0,26.52,0.82,1.2,23.4,35.2,0.1,-1.0,74.1,24.8,76.6,24.2,75.6,1.0,19.69,48.6
264,0.3,7.0,26.26,0.77,1.2,24.3,33.0,0.0,1.0,75.7,24.7,76.5,24.6,76.3,0.0,0.0,48.6
265,0.2,6.0,26.16,0.78,1.4,22.7,35.1,0.1,-1.0,72.9,22.9,73.2,22.8,73.0,0.0,19.69,48.6
266,0.6,13.0,27.49,0.57,1.7,23.8,33.9,0.0,0.0,74.8,24.4,75.9,24.2,75.6,0.0,0.0,48.6
267,0.1,5.0,25.74,0.8,1.2,23.0,35.5,0.0,1.0,73.4,24.5,76.1,24.0,75.2,0.0,0.0,48.6
268,0.4,8.0,26.67,0.68,1.4,23.6,28.9,0.0,0.0,74.5,25.0,77.0,24.6,76.3,1.0,0.0,48.6
269,-0.2,6.0,24.45,0.74,1.2,22.0,47.3,0.0,-1.0,71.6,22.7,72.9,22.6,72.7,0.0,0.0,51.8
270,0.1,5.0,26.2,1.11,1.2,20.6,50.1,0.0,0.0,69.1,21.8,71.2,21.7,71.1,0.0,0.0,51.8
271,0.0,5.0,25.4,0.82,1.2,22.3,47.2,0.0,-1.0,72.1,23.1,73.6,23.0,73.4,2.0,0.0,51.8
272,0.0,5.0,25.46,0.82,1.2,22.1,48.8,0.0,0.0,71.8,23.5,74.3,23.2,73.8,0.0,0.0,51.8
273,0.3,7.0,26.49,0.6,1.6,23.0,46.9,0.0,1.0,73.4,23.4,74.1,23.3,73.9,2.0,0.0,51.8
274,0.6,12.0,28.32,0.86,1.5,22.5,48.6,0.0,0.0,72.5,23.2,73.8,23.1,73.6,0.0,0.0,51.8
275,-0.1,5.0,25.16,0.77,1.2,21.8,50.8,0.0,0.0,71.2,23.6,74.5,23.5,74.3,0.0,0.0,51.8
276,0.1,5.0,25.69,0.76,1.2,23.2,49.7,0.0,0.0,73.8,23.5,74.3,23.5,74.3,1.0,0.0,51.8
277,0.1,5.0,25.95,0.77,1.2,22.8,47.9,0.0,0.0,73.0,24.4,75.9,24.3,75.7,0.0,0.0,51.8
278,0.1,5.0,25.96,0.82,1.2,22.9,46.6,0.0,0.0,73.2,23.6,74.5,23.6,74.5,0.0,0.0,51.8
279,0.0,5.0,25.63,0.82,1.2,21.9,48.5,0.0,-1.0,71.4,24.0,75.2,23.7,74.7,0.0,0.0,51.8
280,-0.5,9.0,23.66,0.63,1.1,22.6,49.3,0.0,0.0,72.7,23.9,75.0,23.6,74.5,0.0,0.0,51.8
281,0.5,10.0,27.08,0.52,1.7,22.8,45.8,0.0,0.0,73.0,24.3,75.7,24.1,75.4,0.0,0.0,51.8
282,0.9,24.0,30.84,0.95,1.8,22.7,46.2,0.0,0.0,72.9,23.8,74.8,23.7,74.7,2.0,0.0,51.8
283,0.1,5.0,25.83,0.81,1.2,22.6,47.4,0.0,0.0,72.7,24.1,75.4,23.7,74.7,0.0,0.0,51.8
284,0.4,8.0,27.17,0.66,1.6,22.1,49.1,0.0,0.0,71.8,24.0,75.2,23.6,74.5,0.0,0.0,51.8
285,0.7333333333333334,16.0,28.61666666666667,0.91,1.8,23.96666666666667,44.099999999999994,0.016666666666666666,1.0,75.16666666666667,23.899999999999995,75.03333333333333,23.933333333333334,75.06666666666666,0.0,3.283333333333333,51.8
286,0.1,5.0,26.01,0.83,1.5,21.2,36.3,0.0,0.0,70.2,21.7,71.1,21.7,71.1,2.0,0.0,41.3
287,-0.1,5.0,24.63,0.56,1.6,21.7,36.0,0.0,-2.0,71.1,22.1,71.8,22.1,71.8,0.0,0.0,41.3
288,-0.2,6.0,24.71,0.82,1.2,22.0,36.2,0.0,0.0,71.6,22.4,72.3,22.4,72.3,0.0,0.0,41.3
289,0.1,5.0,25.79,0.95,1.2,22.2,35.7,0.0,1.0,72.0,22.6,72.7,22.6,72.7,1.0,0.0,41.3
290,0.9,24.0,29.7,0.63,2.3,22.2,34.3,0.0,0.0,72.0,22.7,72.9,22.7,72.9,0.0,0.0,41.3
291,0.1,5.0,26.06,0.98,1.2,22.3,35.0,0.0,0.0,72.1,22.7,72.9,22.7,72.9,0.0,0.0,41.3
292,-0.1,5.0,24.45,0.56,1.6,21.1,36.6,0.0,0.0,70.0,22.5,72.5,22.2,72.0,1.0,0.0,41.3
293,0.0,5.0,25.48,0.75,1.6,21.4,36.7,0.2,0.0,70.5,22.4,72.3,21.9,71.4,0.0,39.37,41.3
294,0.3,6.0,26.22,0.61,1.8,21.2,36.8,0.0,0.0,70.2,22.2,72.0,21.9,71.4,0.0,0.0,41.3
295,0.1,5.0,26.06,0.89,1.3,21.7,35.8,0.0,0.0,71.1,23.0,73.4,22.7,72.9,3.0,0.0,41.3
296,0.1,5.0,25.68,0.66,1.6,22.0,34.5,0.0,0.0,71.6,22.3,72.1,22.3,72.1,0.0,0.0,41.3
297,0.1,5.0,25.97,0.98,1.2,22.3,33.5,0.0,0.0,72.1,22.6,72.7,22.6,72.7,0.0,0.0,41.3
298,0.5,10.0,27.48,0.71,1.8,22.0,30.2,0.0,0.0,71.6,22.6,72.7,22.6,72.7,0.0,0.0,41.3
299,0.5,11.0,27.98,0.86,1.7,21.9,32.8,0.0,0.0,71.4,22.3,72.1,22.2,72.0,0.0,0.0,41.3
300,-0.1,5.0,25.12,0.87,1.2,22.0,32.2,0.0,0.0,71.6,23.0,73.4,22.7,72.9,1.0,0.0,41.3
