,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡F)
638,0.3,7.0,26.2,0.73,1.2,24.3,25.8,0.05,0.0,75.8,25.4,77.7,25.0,77.0,1.0,9.84,37.2
639,-0.2,6.0,24.6,0.82,1.3,21.2,35.3,0.05,-1.0,70.1,21.0,69.8,21.1,69.9,0.0,9.84,39.0
640,0.3,7.0,26.33,0.75,1.6,22.7,29.1,0.04,0.0,72.8,21.3,70.3,21.8,71.2,1.0,7.87,39.0
641,-0.1,5.0,24.93,0.87,1.2,22.0,31.3,0.04,0.0,71.5,22.4,72.3,22.2,72.0,1.0,7.87,39.0
642,0.0,5.0,25.44,0.92,1.2,22.4,33.5,0.03,0.0,72.2,22.3,72.1,22.3,72.2,0.0,5.91,39.0
643,0.3,7.0,26.69,1.03,1.2,22.8,31.3,0.04,0.0,73.1,23.1,73.6,23.0,73.5,0.0,7.87,39.0
644,0.3,8.0,26.51,0.66,1.6,22.9,30.6,0.03,0.0,73.3,23.6,74.5,23.4,74.1,0.0,5.91,39.0
645,0.4,8.0,27.24,1.09,1.2,22.8,30.9,0.03,0.0,73.1,23.5,74.3,23.3,74.0,1.0,5.91,39.0
646,0.1,5.0,25.6,0.82,1.2,23.2,29.7,0.05,0.0,73.7,23.6,74.5,23.4,74.2,-1.0,9.84,39.0
647,0.7,16.0,29.08,0.9,1.7,22.7,30.7,0.04,2.0,72.9,23.2,73.8,23.0,73.5,2.0,7.87,39.0
648,0.4,9.0,27.4,1.08,1.2,23.6,30.6,0.05,0.0,74.5,23.4,74.1,23.5,74.3,0.0,9.84,39.0
649,0.5,10.0,27.38,0.72,1.7,22.1,32.8,0.07,0.0,71.8,22.8,73.0,22.5,72.6,1.0,13.78,39.0
650,0.5,11.0,28.31,1.03,1.6,21.8,32.8,0.04,1.0,71.2,21.9,71.4,21.9,71.4,0.0,7.87,39.0
651,0.7,14.0,29.27,1.12,1.6,22.3,32.0,0.04,2.0,72.1,22.4,72.3,22.4,72.3,0.0,7.87,39.0
652,-0.1,5.0,25.14,0.89,1.2,22.1,32.2,0.03,0.0,71.7,22.4,72.3,22.3,72.1,0.0,5.91,39.0
653,0.0,5.0,25.55,0.96,1.2,21.8,30.7,0.03,0.0,71.3,22.5,72.5,22.3,72.1,0.0,5.91,39.9
654,0.4,8.0,27.4,0.93,1.5,22.1,31.3,0.03,0.0,71.8,22.7,72.9,22.5,72.5,0.0,5.91,39.9
655,-0.5,10.0,23.46,0.73,1.2,21.4,31.4,0.02,0.0,70.6,21.8,71.2,21.7,71.1,0.0,3.94,39.9
656,0.9,22.0,30.94,1.06,2.0,21.4,32.3,0.04,0.0,70.5,21.7,71.1,21.6,70.9,1.0,7.87,39.9
657,-0.1,5.0,25.17,0.81,1.2,22.4,30.8,0.05,1.0,72.4,23.3,73.9,23.0,73.4,1.0,9.84,39.9
658,0.1,5.0,25.78,0.94,1.2,22.1,31.0,0.02,0.0,71.8,23.0,73.4,22.8,73.0,0.0,3.94,39.9
659,-0.2,6.0,24.63,0.86,1.2,21.6,33.5,0.04,0.0,70.8,22.1,71.8,21.9,71.4,1.0,7.87,39.9
660,0.1,5.0,25.96,0.98,1.2,22.2,31.8,0.04,-1.0,72.0,22.7,72.9,22.5,72.6,0.0,7.87,39.9
661,0.4,8.0,27.66,1.02,1.4,21.7,32.5,0.04,-1.0,71.1,22.4,72.3,22.2,72.0,1.0,7.87,39.9
662,-0.1,5.0,25.1,0.82,1.2,23.0,25.0,0.07,-1.0,73.4,22.9,73.2,23.0,73.3,0.0,13.78,36.5
663,0.3,6.0,26.06,0.66,1.6,22.9,25.1,0.04,1.0,73.3,23.0,73.4,23.0,73.4,3.0,7.87,36.5
664,-0.2,6.0,24.44,0.73,1.2,23.2,23.2,0.06,0.0,73.8,22.8,73.0,23.0,73.3,0.0,11.81,36.5
665,0.6,12.0,27.64,0.8,1.6,23.6,23.3,0.03,0.0,74.5,23.7,74.7,23.7,74.7,0.0,5.91,36.5
666,0.0,5.0,25.28,0.73,1.2,23.7,22.8,0.05,1.0,74.6,24.1,75.4,24.0,75.1,0.0,9.84,36.5
667,0.0,5.0,25.32,0.87,1.2,22.6,23.3,0.05,0.0,72.7,23.0,73.4,22.9,73.2,-1.0,9.84,36.5
668,-0.1,5.0,24.91,0.9,1.2,22.0,24.8,0.05,-1.0,71.6,22.1,71.8,22.1,71.8,0.0,9.84,36.5
669,0.6,14.0,27.83,0.63,2.0,22.7,25.3,0.05,0.0,72.8,22.5,72.5,22.6,72.6,0.0,9.84,36.5
670,-0.6,13.0,23.09,0.62,1.2,22.2,23.7,0.02,-1.0,72.0,22.3,72.1,22.3,72.1,0.0,3.94,36.5
671,-0.2,6.0,24.2,0.63,1.2,23.6,25.9,0.04,1.0,74.6,23.3,73.9,23.4,74.1,1.0,7.87,36.5
672,0.1,5.0,26.24,1.08,1.2,22.1,25.5,0.05,1.0,71.8,22.4,72.3,22.3,72.1,1.0,9.84,36.5
673,0.2,6.0,26.34,1.03,1.2,22.6,25.5,0.02,-1.0,72.7,22.9,73.2,22.8,73.1,0.0,3.94,36.5
674,-0.1,5.0,25.0,0.73,1.2,23.3,25.9,0.03,1.0,73.9,23.7,74.7,23.6,74.5,0.0,5.91,36.5
675,0.4,8.0,27.05,0.91,1.3,23.6,24.2,0.03,0.0,74.5,23.8,74.8,23.7,74.7,1.0,5.91,36.5
676,0.4,8.0,26.63,0.66,1.6,23.5,26.0,0.04,0.0,74.4,23.7,74.7,23.7,74.6,1.0,7.87,36.5
677,0.5,10.0,27.95,1.25,1.2,22.8,23.8,0.06,0.0,73.1,23.4,74.1,23.2,73.8,0.0,11.81,36.5
678,-0.1,5.0,24.7,0.73,1.2,23.7,23.9,0.03,2.0,74.6,23.0,73.4,23.2,73.7,1.0,5.91,34.0
679,0.1,5.0,25.88,1.03,1.2,22.2,25.8,0.06,0.0,72.0,22.2,72.0,22.2,71.9,1.0,11.81,34.0
680,0.2,6.0,26.78,1.2,1.2,22.0,24.8,0.03,0.0,71.5,22.0,71.6,22.0,71.6,0.0,5.91,34.0
681,0.1,5.0,25.69,0.95,1.2,22.7,24.5,0.03,0.0,72.8,22.6,72.7,22.6,72.7,0.0,5.91,34.0
682,-0.2,6.0,24.49,0.74,1.2,22.6,23.7,0.03,0.0,72.7,23.1,73.6,23.0,73.3,0.0,5.91,34.0
683,0.0,5.0,25.13,0.73,1.2,23.5,23.1,0.03,1.0,74.2,24.0,75.2,23.8,74.9,1.0,5.91,34.0
684,0.3,6.0,26.54,0.98,1.2,23.3,23.9,0.03,0.0,73.9,23.6,74.5,23.5,74.3,1.0,5.91,34.0
685,0.7,15.0,28.94,0.99,1.6,22.8,23.4,0.03,0.0,73.1,23.6,74.5,23.4,74.1,0.0,5.91,34.0
686,0.2,6.0,26.35,1.03,1.2,23.4,22.3,0.04,0.0,74.1,22.6,72.7,22.8,73.1,0.0,7.87,34.0
687,0.2,6.0,26.46,1.03,1.2,22.8,23.6,0.03,0.0,73.0,23.1,73.6,23.0,73.5,0.0,5.91,34.0
688,-0.2,6.0,24.46,0.74,1.4,21.3,27.6,0.02,-1.0,70.3,21.5,70.7,21.5,70.6,0.0,3.94,34.0
689,0.0,5.0,25.59,0.94,1.2,22.6,26.2,0.04,0.0,72.6,22.5,72.5,22.5,72.6,2.0,7.87,34.0
690,-0.3,7.0,24.01,0.65,1.2,23.0,23.9,0.03,0.0,73.5,23.1,73.6,23.1,73.6,0.0,5.91,34.0
691,0.1,5.0,25.81,1.02,1.2,22.4,26.5,0.06,0.0,72.4,22.0,71.6,22.2,71.9,1.0,11.81,34.0
692,0.4,8.0,27.32,1.15,1.2,22.8,23.9,0.06,-1.0,73.0,23.4,74.1,23.2,73.7,0.0,11.81,34.0
693,0.2,6.0,26.2,0.93,1.2,23.3,24.1,0.05,0.0,73.9,23.5,74.3,23.5,74.2,0.0,9.84,34.0
694,-0.2,6.0,24.53,0.87,1.2,21.9,34.7,0.05,0.0,71.5,21.5,70.7,21.6,71.0,-3.0,9.84,41.6
695,0.2,6.0,25.99,0.85,1.3,22.7,32.1,0.05,0.0,72.8,22.6,72.7,22.6,72.8,1.0,9.84,41.6
696,0.3,7.0,26.98,1.09,1.2,22.6,32.4,0.07,0.0,72.7,23.0,73.4,22.8,73.1,0.0,13.78,41.6
697,0.0,5.0,25.21,0.78,1.2,22.9,31.8,0.02,0.0,73.3,23.4,74.1,23.3,73.9,0.0,3.94,41.6
698,0.0,5.0,25.34,0.78,1.2,23.0,32.7,0.05,0.0,73.4,23.6,74.5,23.4,74.0,0.0,9.84,41.6
699,0.6,12.0,27.8,0.66,2.0,21.6,26.5,0.02,0.0,70.8,22.2,72.0,22.0,71.7,0.0,3.94,45.4
700,0.5,11.0,27.82,0.71,2.0,20.9,28.3,0.05,0.0,69.7,21.4,70.5,21.2,70.2,1.0,9.84,45.4
701,-0.3,7.0,24.09,0.73,1.2,22.1,26.9,0.07,0.0,71.9,22.6,72.7,22.4,72.4,0.0,13.78,45.4
702,0.1,5.0,25.9,1.03,1.2,21.7,27.9,0.03,-1.0,71.1,22.4,72.3,22.2,72.0,0.0,5.91,45.4
703,0.0,5.0,25.8,1.03,1.2,22.0,27.4,0.04,0.0,71.6,22.1,71.8,22.1,71.7,0.0,7.87,45.4
704,0.9,22.0,30.01,0.84,2.0,22.4,26.8,0.03,0.0,72.2,23.1,73.6,22.9,73.2,0.0,5.91,45.4
705,-0.2,6.0,24.75,0.73,1.2,22.3,27.1,0.05,0.0,72.2,23.7,74.7,23.3,73.9,2.0,9.84,45.4
706,0.1,5.0,25.86,0.97,1.2,22.0,31.6,0.06,-1.0,71.6,22.7,72.9,22.5,72.5,0.0,11.81,45.4
707,0.7,14.0,28.69,0.96,1.6,22.8,28.5,0.03,0.0,73.0,23.7,74.7,23.4,74.1,0.0,5.91,45.4
708,0.1,5.0,25.88,0.81,1.2,23.2,28.9,0.03,1.0,73.8,24.3,75.7,24.0,75.1,1.0,5.91,45.4
709,-0.1,5.0,25.04,0.73,1.2,22.7,31.1,0.05,0.0,72.9,23.9,75.0,23.5,74.3,0.0,9.84,45.4
710,-0.1,5.0,24.93,0.81,1.2,22.2,32.3,0.04,0.0,71.9,22.9,73.2,22.7,72.9,0.0,7.87,45.4
711,-0.2,6.0,24.43,0.72,1.2,22.8,31.1,0.05,-1.0,73.1,22.9,73.2,22.8,73.1,1.0,9.84,50.8
712,-0.5,9.0,23.75,0.63,1.2,23.0,33.0,0.12,0.0,73.4,22.7,72.9,22.8,73.1,2.0,23.62,50.8
713,-0.3,7.0,24.17,0.73,1.2,22.4,34.6,0.03,0.0,72.3,22.4,72.3,22.4,72.3,0.0,5.91,50.8
714,-0.2,6.0,24.5,0.82,1.2,21.9,37.6,0.07,0.0,71.5,22.0,71.6,22.0,71.5,0.0,13.78,50.8
715,0.3,7.0,26.59,0.93,1.2,23.1,33.1,0.03,0.0,73.5,23.9,75.0,23.7,74.7,0.0,5.91,50.8
716,0.6,13.0,28.43,0.99,1.4,22.8,33.6,0.05,0.0,73.0,23.7,74.7,23.4,74.1,0.0,9.84,50.8
717,-0.2,6.0,24.66,0.74,1.2,22.7,35.0,0.09,0.0,72.9,22.9,73.2,22.8,73.1,0.0,17.72,50.8
718,0.5,10.0,27.2,0.66,1.6,23.2,37.4,0.06,0.0,73.8,24.2,75.6,23.8,74.9,0.0,11.81,50.8
719,0.5,9.0,27.27,0.62,1.7,23.0,37.8,0.11,0.0,73.3,23.1,73.6,23.0,73.5,0.0,21.65,50.8
720,0.5,11.0,27.76,0.8,1.6,24.1,34.0,0.09,0.0,75.4,22.8,73.0,23.3,74.0,0.0,17.72,50.8
721,0.4,8.0,26.97,0.71,1.6,22.9,36.6,0.04,-1.0,73.2,23.3,73.9,23.1,73.6,0.0,7.87,50.8
722,0.2,6.0,26.03,0.82,1.2,23.9,33.9,0.04,0.0,74.9,23.7,74.7,23.8,74.8,0.0,7.87,50.8
723,0.1,5.0,25.74,0.82,1.2,23.7,35.3,0.08,0.0,74.6,23.2,73.8,23.4,74.2,0.0,15.75,50.8
724,0.3,7.0,27.01,1.03,1.2,23.1,36.8,0.06,0.0,73.5,23.3,73.9,23.2,73.7,1.0,11.81,50.8
725,0.1,5.0,25.48,0.65,1.2,24.1,35.6,0.07,0.0,75.4,24.6,76.3,24.4,76.0,0.0,13.78,50.8
726,0.3,7.0,26.45,0.81,1.2,23.9,37.2,0.05,0.0,75.0,24.4,75.9,24.2,75.6,0.0,9.84,50.8
727,-0.5,10.0,23.49,0.63,1.2,22.3,35.4,0.04,0.0,72.2,22.5,72.5,22.5,72.4,0.0,7.87,53.1
728,0.5,11.0,27.78,0.8,1.6,22.7,33.4,0.05,0.0,72.8,23.2,73.8,23.0,73.4,1.0,9.84,53.1
729,0.4,8.0,27.07,1.03,1.2,23.5,33.6,0.03,0.0,74.3,23.3,73.9,23.4,74.0,0.0,5.91,53.1
730,-0.1,5.0,24.71,0.73,1.2,23.1,35.3,0.03,0.0,73.6,22.9,73.2,22.9,73.3,0.0,5.91,53.1
731,0.0,5.0,25.11,0.69,1.2,23.7,33.7,0.03,0.0,74.6,23.9,75.0,23.8,74.8,1.0,5.91,53.1
732,-0.1,5.0,24.67,0.66,1.2,23.4,34.7,0.07,-2.0,74.0,23.6,74.5,23.5,74.3,0.0,13.78,53.1
733,-0.1,5.0,25.01,0.73,1.2,22.4,38.7,0.03,0.0,72.3,23.8,74.8,23.4,74.1,0.0,5.91,53.1
734,0.5,11.0,27.65,0.75,1.6,23.0,35.1,0.05,0.0,73.4,23.4,74.1,23.3,73.9,-1.0,9.84,53.1
735,0.4,9.0,27.28,0.97,1.2,23.9,35.3,0.03,1.0,74.9,24.1,75.4,24.1,75.3,1.0,5.91,53.1
736,0.7,15.0,28.47,0.84,1.6,23.6,34.1,0.04,0.0,74.5,24.0,75.2,23.9,74.9,1.0,7.87,53.1
737,0.2,6.0,26.39,0.92,1.2,23.3,33.7,0.06,0.0,73.9,23.5,74.3,23.4,74.2,0.0,11.81,53.1
738,0.5,9.0,27.15,0.68,1.7,22.9,36.8,0.03,0.0,73.1,22.6,72.7,22.7,72.8,1.0,5.91,53.1
739,0.7,15.0,28.09,0.61,1.8,23.7,33.3,0.05,1.0,74.6,24.3,75.7,24.1,75.3,0.0,9.84,53.1
740,0.7,16.0,28.58,0.67,1.9,22.5,36.2,0.03,1.0,72.5,23.3,73.9,23.1,73.5,0.0,5.91,53.1
741,0.5,10.0,27.49,0.89,1.4,23.2,34.2,0.04,0.0,73.8,23.6,74.5,23.5,74.3,1.0,7.87,53.1
742,0.5,11.0,27.73,0.93,1.4,23.4,27.1,0.03,0.0,74.1,23.2,73.8,23.3,73.9,0.0,5.91,48.9
743,0.3,6.0,26.07,0.71,1.3,24.0,27.1,0.03,1.0,75.2,24.2,75.6,24.1,75.4,0.0,5.91,48.9
744,0.1,5.0,25.68,0.73,1.2,23.9,28.1,0.03,0.0,74.9,24.5,76.1,24.3,75.8,0.0,5.91,48.9
745,0.6,12.0,27.79,1.0,1.2,24.6,26.8,0.02,1.0,76.2,24.9,76.8,24.9,76.7,1.0,3.94,48.9
746,0.5,10.0,27.16,0.87,1.2,24.8,26.6,0.03,1.0,76.6,25.1,77.2,25.0,77.1,2.0,5.91,48.9
747,0.5,10.0,27.29,0.92,1.2,23.9,26.9,0.05,0.0,75.1,25.3,77.5,24.8,76.7,0.0,9.84,48.9
748,0.2,6.0,25.86,0.78,1.2,23.9,27.0,0.03,0.0,75.1,24.3,75.7,24.2,75.5,1.0,5.91,48.9
749,0.5,10.0,27.04,0.68,1.4,23.7,27.9,0.04,0.0,74.6,25.3,77.5,24.8,76.6,1.0,7.87,48.9
750,0.8,18.0,29.22,0.96,1.6,23.6,27.8,0.06,0.0,74.4,24.3,75.7,24.1,75.3,0.0,11.81,48.9
751,0.2,6.0,25.54,0.63,1.2,24.8,25.9,0.07,1.0,76.6,25.1,77.2,25.0,76.9,0.0,13.78,48.9
752,0.8,17.0,28.82,1.0,1.4,24.4,25.7,0.03,0.0,75.8,24.9,76.8,24.7,76.5,0.0,5.91,48.9
753,0.1,5.0,25.26,0.65,1.2,24.3,25.0,0.04,0.0,75.7,24.7,76.5,24.5,76.2,0.0,7.87,48.9
754,0.0,5.0,25.01,0.71,1.3,22.9,25.7,0.03,0.0,73.3,22.9,73.2,22.9,73.2,2.0,5.91,48.9
755,-0.1,5.0,24.9,0.73,1.2,23.4,25.8,0.03,0.0,74.2,23.4,74.1,23.4,74.2,1.0,5.91,48.9
756,0.4,8.0,26.85,0.69,1.6,22.8,31.2,0.04,0.0,73.0,23.1,73.6,23.0,73.4,0.0,7.87,51.4
757,0.1,5.0,25.74,0.86,1.2,22.7,30.5,0.04,0.0,72.9,23.6,74.5,23.3,73.9,0.0,7.87,51.4
758,0.0,5.0,25.45,0.82,1.2,22.8,30.0,0.05,0.0,73.0,23.5,74.3,23.3,73.9,0.0,9.84,51.4
759,-0.3,7.0,24.23,0.66,1.2,22.7,29.6,0.04,0.0,72.8,23.4,74.1,23.2,73.7,0.0,7.87,51.4
760,0.7,15.0,28.76,0.96,1.6,23.5,26.7,0.03,1.0,74.4,23.4,74.1,23.5,74.2,0.0,5.91,51.4
761,0.4,8.0,26.55,0.66,1.6,23.6,23.1,0.04,0.0,74.5,23.7,74.7,23.7,74.6,0.0,7.87,51.4
762,0.1,5.0,25.67,0.81,1.2,23.2,24.8,0.04,0.0,73.8,24.1,75.4,23.8,74.8,0.0,7.87,51.4
763,0.1,5.0,25.6,0.85,1.2,23.1,23.8,0.04,0.0,73.6,23.5,74.3,23.4,74.1,0.0,7.87,51.4
764,0.5,9.0,26.55,0.53,1.8,23.4,22.7,0.06,0.0,74.1,23.6,74.5,23.5,74.3,0.0,11.81,51.4
765,-0.2,6.0,24.35,0.65,1.2,23.1,23.2,0.04,0.0,73.5,23.7,74.7,23.5,74.4,1.0,7.87,51.4
766,-0.6,13.0,23.04,0.65,1.2,21.4,33.0,0.03,0.0,70.5,22.1,71.8,21.9,71.5,0.0,5.91,54.6
767,-0.1,5.0,24.74,0.61,1.4,22.4,33.1,0.03,0.0,72.4,23.0,73.4,22.9,73.1,0.0,5.91,54.6
768,0.1,5.0,25.65,0.82,1.2,22.8,31.3,0.04,-1.0,73.1,23.8,74.8,23.5,74.3,1.0,7.87,54.6
769,0.2,6.0,26.26,0.87,1.2,22.9,29.8,0.06,0.0,73.1,24.4,75.9,23.8,74.9,1.0,11.81,54.6
770,-0.2,6.0,24.88,0.81,1.2,21.5,34.4,0.04,0.0,70.8,23.2,73.8,22.7,72.8,0.0,7.87,54.6
771,-0.3,6.0,24.32,0.72,1.2,22.5,31.3,0.05,-1.0,72.5,22.8,73.0,22.7,72.9,1.0,9.84,54.6
772,-0.1,5.0,24.87,0.73,1.2,23.0,27.6,0.03,0.0,73.4,23.5,74.3,23.4,74.1,0.0,5.91,54.6
773,0.3,8.0,26.72,0.74,1.6,22.4,26.2,0.06,-1.0,72.3,23.3,73.9,23.0,73.3,0.0,11.81,54.6
774,0.4,9.0,26.97,0.75,1.6,23.7,25.1,0.04,0.0,74.6,22.9,73.2,23.2,73.7,0.0,7.87,54.6
775,-0.2,6.0,24.37,0.73,1.2,22.5,31.7,0.03,0.0,72.5,22.8,73.0,22.7,72.9,0.0,5.91,59.4
776,0.5,10.0,26.92,0.67,1.6,23.9,29.0,0.08,0.0,75.0,23.7,74.7,23.8,74.8,0.0,15.75,59.4
777,-0.2,6.0,24.83,0.67,1.2,23.3,30.6,0.12,0.0,74.0,23.9,75.0,23.6,74.5,0.0,23.62,59.4
778,-0.1,5.0,24.83,0.73,1.2,22.8,30.8,0.04,0.0,73.0,23.5,74.3,23.3,73.9,0.0,7.87,59.4
779,0.3,7.0,26.29,0.49,1.7,23.9,28.7,0.13,0.0,75.0,23.6,74.5,23.7,74.7,0.0,25.59,59.4
780,0.0,5.0,24.98,0.67,1.2,23.6,27.5,0.04,0.0,74.4,24.2,75.6,24.0,75.2,0.0,7.87,59.4
781,0.1,5.0,25.45,0.72,1.2,23.4,29.8,0.04,0.0,74.1,24.4,75.9,24.1,75.4,0.0,7.87,59.4
782,0.8,19.0,29.13,0.87,1.6,24.2,29.0,0.05,0.0,75.6,25.0,77.0,24.7,76.5,0.0,9.84,59.4
783,0.0,5.0,25.09,0.6,1.2,24.1,27.3,0.06,0.0,75.4,25.0,77.0,24.7,76.4,0.0,11.81,59.4
784,0.2,6.0,25.79,0.71,1.3,23.6,29.4,0.06,1.0,74.6,23.7,74.7,23.7,74.7,0.0,11.81,59.4
785,-0.1,5.0,24.61,0.57,1.2,24.3,26.9,0.04,0.0,75.7,24.4,75.9,24.4,75.9,0.0,7.87,59.4
786,0.8,17.0,28.19,0.62,1.8,24.4,26.7,0.06,0.0,75.9,24.2,75.6,24.3,75.7,0.0,11.81,59.4
787,0.0,5.0,24.83,0.58,1.2,24.7,24.9,0.07,-1.0,76.4,24.5,76.1,24.6,76.2,0.0,13.78,59.4
788,0.3,6.0,26.26,0.82,1.2,24.0,26.4,0.08,1.0,75.3,24.5,76.1,24.3,75.7,0.0,15.75,59.4
789,0.5,10.0,27.08,0.66,1.6,23.9,29.7,0.04,0.0,75.0,24.1,75.4,24.1,75.3,0.0,7.87,59.4
790,-0.2,6.0,24.65,0.73,1.2,22.8,27.8,0.2,0.0,73.0,24.5,76.1,23.6,74.5,1.0,39.37,59.4
791,0.6,12.0,27.37,0.67,1.4,24.2,27.4,0.08,0.0,75.5,25.8,78.4,25.1,77.2,1.0,15.75,59.4
792,-0.3,7.0,24.21,0.74,1.2,22.0,47.6,0.03,-1.0,71.7,22.1,71.8,22.1,71.7,0.0,5.91,57.7
793,-0.4,9.0,23.55,0.57,1.2,22.6,47.3,0.03,0.0,72.7,22.9,73.2,22.8,73.1,0.0,5.91,57.7
794,0.0,5.0,25.53,0.98,1.2,21.3,51.1,0.05,0.0,70.3,21.5,70.7,21.5,70.6,1.0,9.84,57.7
795,-0.3,7.0,24.24,0.63,1.2,21.9,49.1,0.05,0.0,71.5,23.6,74.5,23.0,73.5,0.0,9.84,57.7
796,0.2,6.0,26.13,0.62,1.6,22.2,48.6,0.02,0.0,71.9,22.8,73.0,22.6,72.8,0.0,3.94,57.7
797,-0.4,8.0,23.84,0.65,1.2,22.1,48.9,0.03,0.0,71.8,22.6,72.7,22.5,72.4,0.0,5.91,57.7
798,0.2,6.0,26.27,0.93,1.2,22.7,47.1,0.03,0.0,72.8,22.8,73.0,22.8,73.0,0.0,5.91,57.7
799,0.6,11.0,28.88,1.06,1.6,21.5,50.9,0.06,0.0,70.8,21.3,70.3,21.4,70.4,0.0,11.81,57.7
800,-0.2,6.0,24.61,0.72,1.2,22.5,47.9,0.02,-1.0,72.5,22.7,72.9,22.7,72.8,1.0,3.94,57.7
801,0.1,5.0,25.59,0.67,1.4,22.1,49.1,0.02,-1.0,71.8,22.4,72.3,22.3,72.2,0.0,3.94,57.7
802,0.4,8.0,26.88,0.7,1.6,22.5,48.4,0.03,0.0,72.5,22.6,72.7,22.6,72.6,1.0,5.91,57.7
803,0.4,9.0,27.57,1.11,1.2,22.7,47.7,0.03,0.0,72.8,22.9,73.2,22.8,73.0,0.0,5.91,57.7
804,-0.3,6.0,24.0,0.65,1.2,23.4,45.6,0.03,0.0,74.2,22.1,71.8,22.5,72.5,-1.0,5.91,57.7
805,0.9,22.0,29.79,0.62,2.2,22.5,48.7,0.04,0.0,72.4,22.6,72.7,22.5,72.6,0.0,7.87,57.7
806,-0.3,7.0,23.89,0.62,1.2,22.5,48.4,0.04,0.0,72.4,22.9,73.2,22.7,72.9,1.0,7.87,57.7
