,PMV,PPD,SET,Clo,Met,Air temperature (¡C),Relative humidity (%),Air velocity (m/s),Thermal sensation,Air temperature (¡F),Radiant temperature (¡C),Radiant temperature (¡F),Globe temperature (¡C),Globe temperature (¡F),Humidity sensation,Air velocity (fpm),Outdoor monthly air temperature (¡F)
807,0.7,14.0,28.71,0.82,1.6,23.5,45.0,0.09,1.0,74.3,23.3,73.9,23.4,74.1,0.0,17.72,63.3
808,0.2,6.0,25.8,0.73,1.2,23.8,44.0,0.03,0.0,74.8,24.0,75.2,23.9,75.1,0.0,5.91,63.3
809,0.4,8.0,26.78,0.82,1.2,24.3,42.6,0.06,0.0,75.8,24.3,75.7,24.3,75.7,0.0,11.81,63.3
810,1.1,30.0,30.99,0.87,1.7,24.9,43.3,0.04,0.0,76.9,24.7,76.5,24.8,76.6,0.0,7.87,63.3
811,0.8,20.0,28.87,0.67,1.6,25.0,43.4,0.04,1.0,76.9,25.0,77.0,25.0,76.9,0.0,7.87,63.3
812,0.0,5.0,25.49,0.86,1.2,22.4,37.2,0.05,0.0,72.3,23.0,73.4,22.8,73.0,0.0,9.84,53.7
813,-0.2,6.0,24.62,0.73,1.2,22.6,35.1,0.03,0.0,72.6,23.1,73.6,22.9,73.3,0.0,5.91,53.7
814,0.3,6.0,25.96,0.55,1.7,22.6,34.5,0.02,0.0,72.7,22.9,73.2,22.8,73.1,0.0,3.94,53.7
815,-0.4,8.0,23.8,0.62,1.2,22.7,34.2,0.03,0.0,72.9,23.0,73.4,22.9,73.3,0.0,5.91,53.7
816,-0.1,5.0,24.81,0.72,1.2,22.9,34.7,0.07,0.0,73.2,23.3,73.9,23.2,73.7,0.0,13.78,53.7
817,-0.2,6.0,24.28,0.65,1.2,22.8,35.1,0.02,0.0,73.0,23.4,74.1,23.3,73.9,0.0,3.94,53.7
818,0.2,6.0,25.92,0.59,1.6,22.7,37.7,0.05,0.0,72.8,23.2,73.8,23.0,73.5,0.0,9.84,53.7
819,-0.1,5.0,24.72,0.64,1.3,22.5,49.3,0.03,0.0,72.4,22.6,72.7,22.5,72.6,1.0,5.91,61.2
820,0.2,5.0,25.71,0.57,1.6,22.4,49.1,0.03,-1.0,72.3,22.7,72.9,22.6,72.7,1.0,5.91,61.2
821,0.8,18.0,29.91,0.84,1.8,21.8,51.4,0.04,0.0,71.3,22.7,72.9,22.5,72.4,0.0,7.87,61.2
822,-0.1,5.0,24.73,0.58,1.2,23.8,45.9,0.04,1.0,74.9,24.0,75.2,23.9,75.1,0.0,7.87,61.2
823,0.0,5.0,25.1,0.63,1.2,23.9,46.7,0.05,0.0,75.1,23.8,74.8,23.9,75.0,0.0,9.84,61.2
824,0.5,10.0,27.16,0.57,1.6,24.1,46.7,0.03,1.0,75.4,24.2,75.6,24.2,75.5,-1.0,5.91,61.2
825,0.3,7.0,26.47,0.73,1.2,23.9,46.7,0.06,1.0,75.1,24.9,76.8,24.5,76.2,0.0,11.81,61.2
826,0.2,6.0,25.92,0.65,1.2,24.3,44.9,0.05,0.0,75.7,24.8,76.6,24.6,76.4,1.0,9.84,61.2
827,0.5,10.0,26.86,0.51,1.6,24.0,46.4,0.04,0.0,75.3,24.7,76.5,24.5,76.1,3.0,7.87,61.2
828,0.4,9.0,26.42,0.46,1.6,24.3,46.4,0.03,-1.0,75.7,24.6,76.3,24.5,76.1,0.0,5.91,61.2
829,0.0,5.0,25.28,0.83,1.2,22.2,56.1,0.03,0.0,71.9,22.3,72.1,22.2,72.0,1.0,5.91,62.7
830,0.1,5.0,25.79,0.83,1.2,22.5,54.3,0.04,1.0,72.5,23.0,73.4,22.8,73.1,0.0,7.87,62.7
831,0.0,5.0,25.13,0.67,1.2,23.1,51.1,0.02,0.0,73.6,23.8,74.8,23.6,74.5,0.0,3.94,62.7
832,0.0,5.0,25.16,0.63,1.2,23.3,51.5,0.04,-1.0,73.9,24.2,75.6,23.9,75.0,0.0,7.87,62.7
833,-0.1,5.0,24.97,0.63,1.2,23.1,51.1,0.03,0.0,73.6,24.0,75.2,23.7,74.7,1.0,5.91,62.7
834,0.0,5.0,25.13,0.62,1.2,23.2,50.9,0.06,1.0,73.7,24.3,75.7,23.9,75.0,2.0,11.81,62.7
835,-0.1,5.0,24.94,0.64,1.2,23.0,50.2,0.03,0.0,73.4,23.9,75.0,23.7,74.6,0.0,5.91,62.7
836,0.2,6.0,25.87,0.61,1.5,22.6,50.2,0.02,0.0,72.7,23.1,73.6,22.9,73.3,0.0,3.94,62.7
837,0.2,6.0,26.55,0.86,1.2,22.4,52.4,0.05,-1.0,72.3,24.1,75.4,23.5,74.3,0.0,9.84,62.7
838,-0.2,6.0,24.59,0.58,1.2,22.8,52.6,0.03,0.0,73.0,24.2,75.6,23.8,74.8,0.0,5.91,62.7
839,-0.3,7.0,23.95,0.58,1.2,22.8,48.1,0.04,-1.0,73.1,23.3,73.9,23.1,73.6,0.0,7.87,66.3
840,-0.3,7.0,24.0,0.58,1.2,22.9,47.0,0.03,0.0,73.2,23.4,74.1,23.2,73.8,-1.0,5.91,66.3
841,-0.2,6.0,24.57,0.68,1.2,22.7,49.7,0.04,0.0,72.9,23.0,73.4,22.9,73.2,0.0,7.87,66.3
842,0.3,7.0,26.47,0.58,1.6,22.7,48.0,0.07,0.0,72.9,23.1,73.6,23.0,73.3,0.0,13.78,66.3
843,0.5,10.0,27.01,0.51,1.8,22.9,47.6,0.04,1.0,73.1,23.2,73.8,23.1,73.6,0.0,7.87,66.3
844,0.3,7.0,26.5,0.59,1.6,22.7,47.6,0.05,0.0,72.9,23.6,74.5,23.3,74.0,-1.0,9.84,66.3
845,0.5,11.0,27.81,0.75,1.6,23.2,47.9,0.04,-2.0,73.7,23.1,73.6,23.1,73.7,0.0,7.87,66.3
846,0.3,7.0,26.64,0.86,1.2,23.5,47.3,0.04,1.0,74.3,23.8,74.8,23.7,74.6,-1.0,7.87,66.3
847,0.8,18.0,28.75,0.58,1.8,23.5,46.9,0.05,0.0,74.3,24.1,75.4,23.9,75.0,0.0,9.84,66.3
848,0.5,9.0,27.28,0.67,1.6,23.0,48.3,0.03,0.0,73.3,23.5,74.3,23.4,74.1,1.0,5.91,66.3
849,0.3,8.0,26.4,0.55,1.6,23.6,46.2,0.04,0.0,74.5,23.6,74.5,23.6,74.4,0.0,7.87,66.3
850,0.3,7.0,26.65,0.68,1.6,22.2,42.0,0.02,0.0,71.9,22.5,72.5,22.4,72.3,0.0,3.94,60.5
851,-0.5,10.0,23.47,0.55,1.2,22.7,40.3,0.03,0.0,72.8,23.2,73.8,23.1,73.5,0.0,5.91,60.5
852,-0.4,9.0,23.55,0.57,1.2,22.8,39.4,0.03,0.0,73.1,23.0,73.4,23.0,73.3,1.0,5.91,60.5
853,-0.1,5.0,24.55,0.48,1.6,22.0,40.6,0.03,0.0,71.6,22.9,73.2,22.6,72.7,0.0,5.91,60.5
854,0.1,5.0,24.88,0.32,1.9,22.2,40.6,0.04,0.0,71.9,23.1,73.6,22.8,73.0,0.0,7.87,60.5
855,1.0,27.0,29.36,0.47,2.4,22.8,37.5,0.03,0.0,73.1,23.3,73.9,23.1,73.7,0.0,5.91,60.5
856,-0.2,6.0,24.45,0.58,1.2,23.1,56.0,0.07,0.0,73.6,23.6,74.5,23.4,74.1,1.0,13.78,71.1
857,-0.2,6.0,24.39,0.58,1.2,23.1,56.2,0.05,-1.0,73.6,23.5,74.3,23.4,74.0,0.0,9.84,71.1
858,0.5,11.0,27.42,0.56,1.6,24.2,54.2,0.03,1.0,75.6,24.1,75.4,24.1,75.4,-1.0,5.91,71.1
859,0.2,6.0,25.66,0.58,1.2,24.7,52.5,0.04,1.0,76.4,24.6,76.3,24.6,76.3,0.0,7.87,71.1
860,0.2,6.0,25.78,0.51,1.4,24.0,53.5,0.11,0.0,75.2,23.6,74.5,23.8,74.8,2.0,21.65,71.1
861,-0.7,14.0,22.7,0.47,1.2,22.2,58.0,0.09,-1.0,72.0,22.9,73.2,22.6,72.7,0.0,17.72,71.1
862,0.1,5.0,25.35,0.58,1.2,23.9,56.7,0.06,1.0,75.0,24.4,75.9,24.2,75.6,-1.0,11.81,71.1
863,0.2,6.0,25.72,0.61,1.3,24.0,55.2,0.07,0.0,75.1,24.0,75.2,24.0,75.1,0.0,13.78,71.1
864,0.8,18.0,28.76,0.51,2.0,23.5,53.9,0.09,2.0,74.2,23.1,73.6,23.3,73.9,0.0,17.72,71.1
865,0.4,8.0,26.86,0.54,1.6,23.2,54.7,0.09,0.0,73.7,23.5,74.3,23.4,74.1,0.0,17.72,71.1
866,0.7,15.0,28.42,0.56,1.8,23.5,57.8,0.06,1.0,74.4,23.6,74.5,23.6,74.4,0.0,11.81,71.1
867,0.9,21.0,29.61,0.55,2.0,23.2,60.0,0.07,0.0,73.8,23.8,74.8,23.6,74.4,-1.0,13.78,71.1
868,0.4,9.0,26.79,0.54,1.4,24.3,58.4,0.05,2.0,75.7,24.2,75.6,24.2,75.6,0.0,9.84,71.1
869,0.1,5.0,25.67,0.68,1.2,23.6,55.3,0.05,-1.0,74.4,23.9,75.0,23.8,74.9,1.0,9.84,71.1
870,0.1,5.0,25.7,0.65,1.2,24.0,53.8,0.1,0.0,75.3,24.1,75.4,24.1,75.4,0.0,19.69,71.1
871,0.4,8.0,26.78,0.53,1.6,23.5,55.9,0.09,0.0,74.4,23.8,74.8,23.7,74.7,0.0,17.72,71.1
872,0.3,7.0,26.28,0.63,1.2,24.1,56.0,0.07,0.0,75.4,25.2,77.4,24.8,76.6,1.0,13.78,71.1
873,-0.1,5.0,24.91,0.67,1.2,23.4,50.4,0.05,0.0,74.1,23.2,73.8,23.3,73.9,1.0,9.84,67.1
874,0.2,6.0,25.88,0.73,1.2,23.7,49.9,0.03,0.0,74.6,23.9,75.0,23.8,74.9,0.0,5.91,67.1
875,-0.1,5.0,24.7,0.63,1.2,23.0,51.6,0.04,0.0,73.3,23.6,74.5,23.4,74.1,1.0,7.87,67.1
876,1.2,35.0,31.88,0.8,2.0,23.7,49.2,0.05,1.0,74.7,24.5,76.1,24.3,75.7,1.0,9.84,67.1
877,0.4,8.0,26.57,0.73,1.2,24.5,48.5,0.05,1.0,76.1,24.5,76.1,24.5,76.2,1.0,9.84,67.1
878,0.6,14.0,27.91,0.67,1.4,24.4,47.9,0.03,0.0,76.0,25.0,77.0,24.9,76.7,0.0,5.91,67.1
879,0.4,8.0,26.54,0.68,1.2,24.6,48.4,0.03,0.0,76.2,25.1,77.2,25.0,76.9,0.0,5.91,67.1
880,0.4,8.0,26.3,0.53,1.6,24.1,45.7,0.05,0.0,75.3,23.4,74.1,23.6,74.5,0.0,9.84,67.1
881,0.5,10.0,27.48,0.95,1.2,24.3,44.6,0.06,0.0,75.7,23.8,74.8,24.0,75.1,0.0,11.81,67.1
882,0.2,6.0,25.66,0.62,1.2,24.6,43.8,0.05,0.0,76.2,24.6,76.3,24.6,76.3,0.0,9.84,67.1
883,0.2,6.0,25.91,0.69,1.2,24.4,44.1,0.06,0.0,75.9,24.3,75.7,24.3,75.8,2.0,11.81,67.1
884,-0.2,6.0,24.32,0.6,1.2,22.8,46.1,0.04,0.0,73.0,23.7,74.7,23.4,74.2,0.0,7.87,61.6
885,0.0,5.0,25.07,0.7,1.2,22.9,46.3,0.03,0.0,73.3,23.6,74.5,23.4,74.1,0.0,5.91,61.6
886,-0.1,5.0,24.85,0.73,1.2,22.0,48.3,0.04,0.0,71.6,23.3,73.9,22.9,73.2,0.0,7.87,61.6
887,0.1,5.0,25.65,0.73,1.2,23.4,45.2,0.03,0.0,74.1,23.9,75.0,23.8,74.8,0.0,5.91,61.6
888,0.1,5.0,25.72,0.73,1.2,23.3,45.2,0.02,0.0,73.9,24.1,75.4,23.9,75.1,0.0,3.94,61.6
889,-0.6,11.0,23.06,0.43,1.2,23.3,46.3,0.04,0.0,73.9,23.6,74.5,23.5,74.3,1.0,7.87,61.6
890,-0.1,5.0,24.73,0.58,1.2,23.7,43.0,0.03,0.0,74.7,24.2,75.6,24.1,75.3,-1.0,5.91,61.6
891,0.1,5.0,25.41,0.65,1.2,23.9,42.4,0.03,0.0,75.0,24.3,75.7,24.2,75.6,0.0,5.91,61.6
892,-0.6,13.0,22.8,0.57,1.2,22.2,48.9,0.03,0.0,72.0,21.9,71.4,22.0,71.6,0.0,5.91,61.3
893,0.3,7.0,26.39,0.82,1.2,24.0,44.1,0.04,1.0,75.1,23.7,74.7,23.8,74.8,-1.0,7.87,61.3
894,-0.3,7.0,24.53,0.6,1.2,23.4,45.5,0.14,0.0,74.1,23.7,74.7,23.6,74.4,0.0,27.56,61.3
895,0.3,6.0,26.66,0.96,1.2,22.7,45.3,0.03,-1.0,72.8,23.2,73.8,23.1,73.5,0.0,5.91,61.3
896,-0.4,8.0,23.84,0.58,1.2,22.7,46.0,0.03,0.0,72.8,23.3,73.9,23.1,73.6,0.0,5.91,61.3
897,0.8,17.0,29.4,0.93,1.6,23.0,44.1,0.04,0.0,73.5,24.0,75.2,23.7,74.6,0.0,7.87,61.3
898,0.0,5.0,25.19,0.7,1.2,22.7,46.1,0.05,-1.0,72.9,23.9,75.0,23.5,74.3,0.0,9.84,61.3
899,0.1,5.0,25.29,0.61,1.2,24.2,44.1,0.05,0.0,75.6,24.3,75.7,24.3,75.8,1.0,9.84,61.3
900,-0.5,10.0,23.2,0.58,1.2,23.0,45.3,0.06,0.0,73.3,22.1,71.8,22.4,72.3,0.0,11.81,61.3
901,-0.1,5.0,25.0,0.73,1.2,23.1,45.1,0.05,1.0,73.6,23.0,73.4,23.0,73.4,0.0,9.84,61.3
902,0.0,5.0,25.01,0.63,1.2,23.5,44.3,0.04,0.0,74.4,24.1,75.4,23.9,75.0,0.0,7.87,61.3
903,-0.1,5.0,24.84,0.65,1.2,23.3,44.1,0.09,-1.0,74.0,23.6,74.5,23.5,74.3,0.0,17.72,61.3
904,-0.3,7.0,24.52,0.72,1.2,22.1,47.5,0.15,0.0,71.7,23.1,73.6,22.6,72.7,0.0,29.53,61.3
905,0.1,5.0,25.64,0.66,1.3,23.3,45.3,0.03,0.0,73.9,23.5,74.3,23.5,74.2,1.0,5.91,61.3
906,0.3,7.0,26.81,0.94,1.2,23.5,43.5,0.03,0.0,74.4,23.2,73.8,23.3,74.0,-1.0,5.91,61.3
907,0.4,8.0,26.98,0.93,1.2,23.3,43.8,0.04,0.0,74.0,23.8,74.8,23.7,74.6,0.0,7.87,61.3
908,0.0,5.0,25.32,0.64,1.2,23.4,43.9,0.06,0.0,74.1,24.6,76.3,24.1,75.4,0.0,11.81,61.3
909,0.2,6.0,25.95,0.73,1.2,24.3,39.7,0.03,1.0,75.7,24.1,75.4,24.2,75.5,0.0,5.91,61.3
910,0.1,5.0,25.43,0.69,1.2,23.5,40.9,0.04,0.0,74.2,24.2,75.6,24.0,75.2,0.0,7.87,61.3
911,0.5,11.0,27.17,0.49,1.8,23.1,42.0,0.03,1.0,73.5,24.6,76.3,24.1,75.5,1.0,5.91,61.3
912,-0.2,6.0,24.37,0.62,1.2,22.8,54.1,0.0,0.0,73.1,23.3,73.9,23.2,73.8,0.0,0.0,70.7
913,-0.1,5.0,24.83,0.63,1.2,23.2,52.3,0.0,0.0,73.8,23.7,74.7,23.7,74.6,0.0,0.0,70.7
914,0.1,5.0,25.63,0.73,1.2,23.1,52.8,0.0,0.0,73.7,23.7,74.7,23.7,74.7,0.0,0.0,69.66666666666667
915,0.0,5.0,25.27,0.67,1.2,23.2,52.6,0.01,0.0,73.8,23.8,74.8,23.7,74.7,1.0,1.97,61.666666666666664
916,0.4,8.0,27.06,0.89,1.2,23.0,53.4,0.01,0.0,73.4,24.2,75.6,24.0,75.2,0.0,1.97,61.666666666666664
917,-0.1,5.0,24.77,0.62,1.2,22.9,53.5,0.01,0.0,73.2,23.9,75.0,23.7,74.7,1.0,1.97,61.666666666666664
918,0.5,9.0,27.52,0.94,1.2,23.1,52.9,0.01,-1.0,73.6,24.3,75.7,24.1,75.4,0.0,1.97,61.666666666666664
919,0.0,5.0,25.36,0.62,1.2,23.2,52.7,0.01,0.0,73.7,24.7,76.5,24.4,76.0,1.0,1.97,61.666666666666664
920,0.3,7.0,26.86,0.89,1.2,23.1,52.6,0.01,-1.0,73.6,23.8,74.8,23.7,74.6,0.0,1.97,61.666666666666664
921,0.0,5.0,24.94,0.6,1.2,23.6,51.7,0.01,0.0,74.4,24.0,75.2,23.9,75.1,1.0,1.97,61.666666666666664
922,0.3,7.0,26.86,0.9,1.2,23.3,52.0,0.0,0.0,73.9,23.6,74.5,23.6,74.4,0.0,0.0,69.66666666666667
923,0.0,5.0,25.29,0.67,1.2,23.5,51.3,0.01,0.0,74.3,23.7,74.7,23.7,74.6,2.0,1.97,61.73333333333333
924,0.1,5.0,25.76,0.67,1.2,23.5,51.8,0.01,0.0,74.3,24.5,76.1,24.3,75.8,-1.0,1.97,61.666666666666664
925,0.4,8.0,27.28,1.04,1.2,22.5,55.7,0.01,0.0,72.6,22.8,73.0,22.7,72.9,0.0,1.97,61.666666666666664
926,0.6,13.0,28.63,0.8,1.6,23.1,54.8,0.0,0.0,73.6,23.3,73.9,23.3,74.0,0.0,0.0,63.73333333333333
927,0.1,5.0,25.27,0.56,1.6,22.2,46.1,0.01,0.0,71.9,22.4,72.3,22.3,72.2,0.0,1.97,61.666666666666664
928,0.6,14.0,28.46,0.82,1.6,23.4,44.3,0.01,0.0,74.0,23.5,74.3,23.5,74.2,0.0,1.97,61.666666666666664
929,0.1,5.0,25.45,0.73,1.2,23.5,43.2,0.0,0.0,74.2,23.6,74.5,23.6,74.5,0.0,0.0,69.66666666666667
930,-0.1,5.0,24.59,0.58,1.2,23.5,43.5,0.01,0.0,74.3,24.1,75.4,24.0,75.2,0.0,1.97,61.666666666666664
931,0.2,6.0,26.17,0.77,1.2,23.4,43.1,0.01,0.0,74.0,24.5,76.1,24.3,75.8,0.0,1.97,61.666666666666664
932,0.1,5.0,25.58,0.73,1.2,23.4,43.7,0.01,1.0,74.1,23.9,75.0,23.8,74.9,0.0,1.97,62.333333333333336
933,0.0,5.0,25.11,0.62,1.2,23.9,41.4,0.01,0.0,75.1,24.2,75.6,24.2,75.6,0.0,1.97,61.666666666666664
934,0.1,5.0,25.25,0.64,1.2,24.0,41.0,0.0,0.0,75.1,24.2,75.6,24.2,75.6,2.0,0.0,70.7
935,0.2,6.0,25.91,0.72,1.2,23.9,41.3,0.0,0.0,75.0,24.4,75.9,24.4,76.0,0.0,0.0,69.66666666666667
936,0.4,8.0,26.76,0.81,1.2,24.1,40.7,0.01,0.0,75.4,24.7,76.5,24.6,76.2,0.0,1.97,61.666666666666664
937,0.3,7.0,26.37,0.73,1.2,24.2,40.2,0.01,0.0,75.6,24.9,76.8,24.8,76.7,0.0,1.97,61.666666666666664
938,0.9,20.0,29.79,0.86,1.6,24.0,52.4,0.01,0.0,75.2,24.2,75.6,24.2,75.5,0.0,1.97,61.666666666666664
939,0.7,15.0,28.41,0.66,1.6,24.2,53.6,0.01,-1.0,75.6,24.4,75.9,24.3,75.8,0.0,1.97,61.666666666666664
940,0.5,11.0,27.52,0.82,1.2,24.6,53.0,0.0,1.0,76.3,24.6,76.3,24.6,76.4,-1.0,0.0,68.63333333333334
941,0.7,16.0,27.92,0.51,1.6,25.2,51.4,0.01,1.0,77.4,25.3,77.5,25.3,77.5,2.0,1.97,70.7
942,0.9,23.0,29.68,0.75,1.6,24.9,52.1,0.01,1.0,76.8,25.0,77.0,25.0,77.0,-1.0,1.97,56.4
943,0.6,13.0,27.58,0.73,1.2,25.3,50.7,0.01,0.0,77.5,25.6,78.1,25.6,78.0,0.0,1.97,61.666666666666664
944,0.6,12.0,27.33,0.73,1.2,25.6,50.5,0.02,2.0,78.2,24.8,76.6,25.0,77.1,-1.0,3.94,62.333333333333336
945,-0.1,5.0,25.03,0.69,1.2,22.7,59.4,0.01,0.0,72.8,23.3,73.9,23.2,73.7,0.0,1.97,61.666666666666664
946,0.5,10.0,27.17,0.79,1.2,24.5,53.3,0.02,0.0,76.2,24.5,76.1,24.5,76.0,0.0,3.94,61.666666666666664
947,0.3,7.0,26.49,0.73,1.2,24.2,56.9,0.02,0.0,75.6,24.1,75.4,24.1,75.4,0.0,3.94,61.666666666666664
948,0.5,10.0,27.32,0.82,1.2,24.4,56.3,0.01,0.0,75.8,24.2,75.6,24.3,75.7,0.0,1.97,61.666666666666664
949,0.3,7.0,26.17,0.63,1.2,24.5,56.5,0.02,0.0,76.2,24.6,76.3,24.6,76.3,0.0,3.94,61.666666666666664
950,0.2,6.0,26.02,0.68,1.2,23.9,57.7,0.01,0.0,75.0,24.2,75.6,24.1,75.4,0.0,1.97,61.666666666666664
951,0.3,7.0,26.79,0.87,1.2,23.0,58.3,0.02,0.0,73.4,23.6,74.5,23.5,74.2,0.0,3.94,61.666666666666664
952,0.3,7.0,26.6,0.77,1.2,24.0,57.8,0.02,0.0,75.2,23.8,74.8,23.9,75.0,0.0,3.94,61.666666666666664
953,0.3,8.0,26.7,0.77,1.2,24.1,56.5,0.0,0.0,75.3,24.0,75.2,24.0,75.2,0.0,0.0,69.66666666666667
954,0.1,5.0,25.6,0.53,1.7,22.5,57.9,0.03,0.0,72.5,21.3,70.3,21.6,70.9,-1.0,5.91,61.666666666666664
955,0.0,5.0,25.31,0.56,1.6,21.7,61.9,0.01,0.0,71.0,21.9,71.4,21.8,71.3,0.0,1.97,61.666666666666664
956,1.7,60.0,33.96,0.77,2.8,22.1,59.9,0.01,2.0,71.7,22.5,72.5,22.5,72.4,-1.0,1.97,63.36666666666667
957,0.0,5.0,25.19,0.81,1.2,22.1,61.0,0.01,-1.0,71.8,22.2,72.0,22.2,71.9,1.0,1.97,66.76666666666667
958,-0.1,5.0,24.7,0.6,1.3,22.8,58.7,0.01,0.0,73.0,22.4,72.3,22.5,72.5,0.0,1.97,61.666666666666664
959,0.0,5.0,25.0,0.63,1.2,23.3,57.4,0.0,0.0,73.9,23.7,74.7,23.6,74.6,1.0,0.0,70.7
960,0.3,7.0,26.6,0.61,1.6,22.6,61.9,0.04,0.0,72.7,22.2,72.0,22.3,72.1,-2.0,7.87,61.666666666666664
961,0.6,13.0,28.25,0.6,1.7,23.0,59.8,0.02,1.0,73.4,23.2,73.8,23.1,73.6,0.0,3.94,56.4
962,0.0,5.0,25.0,0.63,1.2,23.3,59.6,0.02,0.0,73.9,23.5,74.3,23.5,74.2,-2.0,3.94,61.666666666666664
963,0.6,13.0,28.6,0.81,1.5,23.1,60.0,0.02,0.0,73.5,23.4,74.1,23.3,74.0,0.0,3.94,61.666666666666664
964,0.2,6.0,26.04,0.63,1.2,24.2,57.0,0.02,0.0,75.5,24.7,76.5,24.6,76.2,0.0,3.94,61.666666666666664
965,1.0,26.0,30.71,0.99,1.4,24.3,56.7,0.02,1.0,75.7,25.0,77.0,24.9,76.7,-2.0,3.94,62.333333333333336
966,0.7,15.0,28.11,0.55,1.6,24.5,55.5,0.02,0.0,76.1,25.2,77.4,25.1,77.1,-1.0,3.94,61.666666666666664
967,0.4,9.0,27.14,0.76,1.2,24.0,56.8,0.02,0.0,75.1,25.0,77.0,24.8,76.6,1.0,3.94,61.666666666666664
968,1.6,55.0,33.61,0.61,2.8,22.6,62.5,0.03,0.0,72.7,22.3,72.1,22.4,72.3,-2.0,5.91,56.4
969,0.2,6.0,25.95,0.64,1.2,24.3,57.0,0.02,0.0,75.7,24.3,75.7,24.3,75.7,2.0,3.94,61.666666666666664
