,loss,accuracy,weighted_accuracy,val_loss,val_accuracy,val_weighted_accuracy
0,1.4269904494285583,0.4337514638900757,0.4337514638900757,1.3196441113948822,0.4862781584262848,0.4862781584262848
1,1.3086150884628296,0.47698318064212797,0.47698318064212797,1.2842791557312012,0.49938468635082245,0.49938468635082245
2,1.2905703067779541,0.481656613945961,0.481656613945961,1.2668141722679138,0.4944092959165573,0.4944092959165573
3,1.272175657749176,0.4853300154209137,0.4853300154209137,1.262033748626709,0.4966919034719467,0.4966919034719467
4,1.2669410943984984,0.48869823217391967,0.48869823217391967,1.255651193857193,0.4967839062213898,0.4967839062213898
0,1.3970197200775147,0.44657105654478074,0.44657105654478074,1.3446766436100006,0.4595235362648964,0.4595235362648964
1,1.3331310033798218,0.45438517481088636,0.45438517481088636,1.3211381435394287,0.46960866302251814,0.46960866302251814
2,1.3168284058570863,0.4619397774338722,0.4619397774338722,1.3026850163936614,0.462734617292881,0.462734617292881
3,1.2978368401527405,0.46516302675008775,0.46516302675008775,1.2704222202301025,0.48128815144300463,0.48128815144300463
4,1.2822170853614807,0.4871948450803757,0.4871948450803757,1.2722062051296235,0.49638746678829193,0.49638746678829193
0,1.3538013219833374,0.4547530606389046,0.4547530606389046,1.3224723100662232,0.4666593536734581,0.4666593536734581
1,1.3152202248573304,0.46351404339075086,0.46351404339075086,1.2855581402778626,0.47172134667634963,0.47172134667634963
2,1.2882561564445496,0.4720348581671715,0.4720348581671715,1.2776691794395447,0.47406278401613233,0.47406278401613233
3,1.2659828066825867,0.4954290211200714,0.4954290211200714,1.2778062760829925,0.4911217600107193,0.4911217600107193
4,1.2604656219482422,0.4959975332021713,0.4959975332021713,1.2559275925159454,0.5075923353433609,0.5075923353433609
0,1.3376722812652588,0.4606286510825157,0.4606286510825157,1.2967479050159454,0.47204876095056536,0.47204876095056536
1,1.286494994163513,0.4728089705109596,0.4728089705109596,1.2751108765602113,0.4701754316687584,0.4701754316687584
2,1.2673659324645996,0.48505207896232605,0.48505207896232605,1.2635967314243317,0.4997052103281021,0.4997052103281021
3,1.2567062616348266,0.493376225233078,0.493376225233078,1.2526722371578216,0.5022788047790527,0.5022788047790527
4,1.2527067065238953,0.49290376901626587,0.49290376901626587,1.2615365445613862,0.5041772067546845,0.5041772067546845
0,1.3015973687171936,0.47315778732299807,0.47315778732299807,1.2722521781921388,0.4973004937171936,0.4973004937171936
1,1.2546860933303834,0.49241356253623964,0.49241356253623964,1.267224282026291,0.493701633810997,0.493701633810997
2,1.2565092086791991,0.4885374903678894,0.4885374903678894,1.2498030364513397,0.4953541338443756,0.4953541338443756
3,1.24148690700531,0.4991969734430313,0.4991969734430313,1.2631369352340698,0.5011612474918365,0.5011612474918365
4,1.2476947784423829,0.4912328153848648,0.4912328153848648,1.2546696722507478,0.49908786714076997,0.49908786714076997
0,1.2958728432655335,0.47462765127420425,0.47462765127420425,1.2523613750934601,0.4969679653644562,0.4969679653644562
1,1.2488838672637939,0.49824478924274446,0.49824478924274446,1.2427901387214662,0.5022456496953964,0.5022456496953964
2,1.2332568526268006,0.5002984821796417,0.5002984821796417,1.2365970075130464,0.5110660046339035,0.5110660046339035
3,1.2342479467391967,0.49855982065200805,0.49855982065200805,1.2278291225433349,0.5142128348350525,0.5142128348350525
4,1.2264755725860597,0.5078014999628067,0.5078014999628067,1.2223488092422485,0.5055215120315552,0.5055215120315552
0,1.2659198641777039,0.49043872356414797,0.49043872356414797,1.2535813689231872,0.49365189373493196,0.49365189373493196
1,1.2291277050971985,0.5014596372842789,0.5014596372842789,1.238475900888443,0.5061975419521332,0.5061975419521332
2,1.2265745162963868,0.5055171430110932,0.5055171430110932,1.2287183582782746,0.511564302444458,0.511564302444458
3,1.221071994304657,0.5020433753728867,0.5020433753728867,1.2259893000125885,0.5092674642801285,0.5092674642801285
4,1.2191229701042174,0.4999162495136261,0.4999162495136261,1.249244749546051,0.4987069606781006,0.4987069606781006
0,1.244532322883606,0.494465759396553,0.494465759396553,1.2282290577888488,0.5067394703626633,0.5067394703626633
1,1.2149500846862793,0.5037441194057465,0.5037441194057465,1.2194042205810547,0.5134294122457504,0.5134294122457504
2,1.2118121981620789,0.5072074264287949,0.5072074264287949,1.2297186017036439,0.5160633027553558,0.5160633027553558
3,1.207591986656189,0.5068704545497894,0.5068704545497894,1.226853108406067,0.5079151004552841,0.5079151004552841
4,1.2055539727210998,0.5089419513940812,0.5089419513940812,1.2128363013267518,0.5180219829082489,0.5180219829082489
0,1.2411477208137511,0.49452520310878756,0.49452520310878756,1.2267862796783446,0.5078246235847473,0.5078246235847473
1,1.220720684528351,0.5061543881893158,0.5061543881893158,1.2169971883296966,0.5092608153820037,0.5092608153820037
2,1.2124175906181336,0.5050603687763214,0.5050603687763214,1.2206244468688965,0.5154270499944686,0.5154270499944686
3,1.2103071689605713,0.5086763471364975,0.5086763471364975,1.221642553806305,0.5192855834960938,0.5192855834960938
4,1.2080162167549133,0.5086690843105316,0.5086690843105316,1.2120244681835175,0.5181027054786682,0.5181027054786682
0,1.240026557445526,0.4976581037044525,0.4976581037044525,1.2389295816421508,0.5049099832773208,0.5049099832773208
1,1.2123156666755677,0.5087246149778366,0.5087246149778366,1.218550729751587,0.5181294828653336,0.5181294828653336
2,1.2120093703269958,0.5060764878988266,0.5060764878988266,1.2215565145015717,0.5011922150850296,0.5011922150850296
3,1.2073833465576171,0.5030042171478272,0.5030042171478272,1.2149220049381255,0.5083514720201492,0.5083514720201492
4,1.2000087678432465,0.5082042932510376,0.5082042932510376,1.2143361151218415,0.5140316039323807,0.5140316039323807
0,1.2369686245918274,0.49265722930431366,0.49265722930431366,1.2199752449989318,0.5040407210588456,0.5040407210588456
1,1.2110997080802917,0.5044804096221924,0.5044804096221924,1.2085478901863098,0.5146759301424026,0.5146759301424026
2,1.2018012583255768,0.5037167817354202,0.5037167817354202,1.2146942079067231,0.5131628274917602,0.5131628274917602
3,1.2026495456695556,0.503312474489212,0.503312474489212,1.2121853947639465,0.5000651091337204,0.5000651091337204
4,1.1899103462696075,0.5066683530807495,0.5066683530807495,1.2128641784191132,0.5148044466972351,0.5148044466972351
0,1.2263744711875915,0.49501003623008727,0.49501003623008727,1.2343765199184418,0.517136088013649,0.517136088013649
1,1.2061007142066955,0.5056717455387115,0.5056717455387115,1.2087510526180267,0.513116842508316,0.513116842508316
2,1.2068021416664123,0.508885195851326,0.508885195851326,1.2235010147094727,0.5124072074890137,0.5124072074890137
3,1.1991247653961181,0.5097710937261581,0.5097710937261581,1.220856773853302,0.5206038028001785,0.5206038028001785
4,1.1922460317611694,0.5076178878545761,0.5076178878545761,1.2129827201366425,0.5184538692235947,0.5184538692235947
0,1.222918450832367,0.5033467084169387,0.5033467084169387,1.2221328616142273,0.5059363216161727,0.5059363216161727
1,1.2029024839401246,0.5091010987758636,0.5091010987758636,1.2217829287052155,0.5141370862722396,0.5141370862722396
2,1.197750186920166,0.5049626857042313,0.5049626857042313,1.208539080619812,0.5231110006570816,0.5231110006570816
3,1.1934654712677002,0.5093086689710618,0.5093086689710618,1.207748568058014,0.5200850069522858,0.5200850069522858
4,1.1931021511554718,0.5071944117546081,0.5071944117546081,1.2261020243167877,0.5194278866052627,0.5194278866052627
0,1.2262559533119202,0.49860339164733886,0.49860339164733886,1.222212654352188,0.5109272092580796,0.5109272092580796
1,1.200496071577072,0.508889701962471,0.508889701962471,1.2325701355934142,0.513113334774971,0.513113334774971
2,1.197200244665146,0.5092171370983124,0.5092171370983124,1.2123701691627502,0.5227016806602478,0.5227016806602478
3,1.1916454136371613,0.5069325149059296,0.5069325149059296,1.2071530640125274,0.5097194731235504,0.5097194731235504
4,1.19135525226593,0.512774509191513,0.512774509191513,1.2084496021270752,0.5136067479848861,0.5136067479848861
0,1.2275805354118348,0.506201195716858,0.506201195716858,1.2233002603054046,0.506915557384491,0.506915557384491
1,1.2075234234333039,0.5076806545257568,0.5076806545257568,1.2276153862476349,0.5240453124046326,0.5240453124046326
2,1.1976261496543885,0.5102916121482849,0.5102916121482849,1.2128781139850617,0.5090158551931381,0.5090158551931381
3,1.1918379008769988,0.515136107802391,0.515136107802391,1.2097291111946107,0.5182182908058166,0.5182182908058166
4,1.182036578655243,0.5156699478626251,0.5156699478626251,1.2189097464084626,0.5077108144760132,0.5077108144760132
0,1.2235388159751892,0.5091337949037552,0.5091337949037552,1.218918764591217,0.4973632901906967,0.4973632901906967
1,1.2029817819595336,0.5056349486112595,0.5056349486112595,1.2191182613372802,0.5054872065782547,0.5054872065782547
2,1.19226154088974,0.509506744146347,0.509506744146347,1.2097184240818024,0.5166427403688431,0.5166427403688431
3,1.1860038340091705,0.5132515072822571,0.5132515072822571,1.2314846158027648,0.5154372096061707,0.5154372096061707
4,1.1854329228401184,0.5124217122793198,0.5124217122793198,1.2131730556488036,0.5183673053979874,0.5183673053979874
0,1.2170475602149964,0.5010963082313538,0.5010963082313538,1.220757532119751,0.5176696628332138,0.5176696628332138
1,1.1941208362579345,0.5117697656154633,0.5117697656154633,1.2118433177471162,0.516015550494194,0.516015550494194
2,1.1923413038253785,0.5116131603717804,0.5116131603717804,1.2172495245933532,0.5158660590648652,0.5158660590648652
3,1.1881382465362549,0.5102797597646713,0.5102797597646713,1.2082309305667878,0.5202442288398743,0.5202442288398743
4,1.1882775187492371,0.5126095026731491,0.5126095026731491,1.2252021789550782,0.508627250790596,0.508627250790596
0,1.2197295069694518,0.4971252650022507,0.4971252650022507,1.2200245559215546,0.5106478750705719,0.5106478750705719
1,1.1931411623954773,0.5051924139261246,0.5051924139261246,1.219163066148758,0.5179950267076492,0.5179950267076492
2,1.1848995506763458,0.5122533440589905,0.5122533440589905,1.219337821006775,0.5209496855735779,0.5209496855735779
3,1.1759311079978942,0.5134970784187317,0.5134970784187317,1.2234890818595887,0.5215215474367142,0.5215215474367142
4,1.179403054714203,0.5147540420293808,0.5147540420293808,1.2214347779750825,0.5189347237348556,0.5189347237348556
0,1.2159138083457948,0.5038849472999573,0.5038849472999573,1.2140998363494873,0.505980059504509,0.505980059504509
1,1.1888790607452393,0.5088101923465729,0.5088101923465729,1.2223970115184783,0.5205886870622635,0.5205886870622635
2,1.1841777622699738,0.514393150806427,0.514393150806427,1.21607962846756,0.5184356898069382,0.5184356898069382
3,1.178137719631195,0.5124776721000671,0.5124776721000671,1.2265198230743408,0.5113218039274215,0.5113218039274215
4,1.1785610496997834,0.5115239232778549,0.5115239232778549,1.2240500628948212,0.5120932668447494,0.5120932668447494
0,1.2183363139629364,0.5104595184326172,0.5104595184326172,1.2116187512874603,0.5147728532552719,0.5147728532552719
1,1.1944076418876648,0.5149551391601562,0.5149551391601562,1.2173428773880004,0.5138667047023773,0.5138667047023773
2,1.189298117160797,0.5165169179439545,0.5165169179439545,1.2093202650547028,0.5158192604780197,0.5158192604780197
3,1.1792909324169158,0.5194231480360031,0.5194231480360031,1.2039540231227874,0.5161385327577591,0.5161385327577591
4,1.1728063344955444,0.5178581655025483,0.5178581655025483,1.2205743312835693,0.5154138743877411,0.5154138743877411
0,1.2200118124485015,0.5087783634662628,0.5087783634662628,1.2129321932792663,0.5051913022994995,0.5051913022994995
1,1.1884837985038756,0.5159896016120911,0.5159896016120911,1.219832181930542,0.5088433146476745,0.5088433146476745
2,1.1797800540924073,0.5142070949077606,0.5142070949077606,1.2203134834766387,0.507039549946785,0.507039549946785
3,1.179367333650589,0.5136511772871017,0.5136511772871017,1.2380581319332122,0.5059638053178788,0.5059638053178788
4,1.1764021277427674,0.5200610876083374,0.5200610876083374,1.2279000520706176,0.5207116663455963,0.5207116663455963
0,1.215555876493454,0.5097914516925812,0.5097914516925812,1.2120198428630828,0.5111993461847305,0.5111993461847305
1,1.190509307384491,0.5058229207992554,0.5058229207992554,1.2101871430873872,0.518614748120308,0.518614748120308
2,1.1790785193443298,0.514849254488945,0.514849254488945,1.2230037331581116,0.5159848868846894,0.5159848868846894
3,1.175528770685196,0.5155548244714737,0.5155548244714737,1.2315063178539276,0.5096953928470611,0.5096953928470611
4,1.1790043890476227,0.5153095215559006,0.5153095215559006,1.2280658543109895,0.5214538425207138,0.5214538425207138
0,1.213452512025833,0.5058376312255859,0.5058376312255859,1.202344799041748,0.510864007472992,0.510864007472992
1,1.1874347507953644,0.5126533418893814,0.5126533418893814,1.2146512269973755,0.5166605323553085,0.5166605323553085
2,1.1778657495975495,0.5190455734729766,0.5190455734729766,1.2090375602245331,0.5213042438030243,0.5213042438030243
3,1.1765153288841248,0.5158590704202652,0.5158590704202652,1.2077301919460297,0.510581436753273,0.510581436753273
4,1.167017662525177,0.5167069524526596,0.5167069524526596,1.2111940145492555,0.525818458199501,0.525818458199501
0,1.2091417551040649,0.5127816319465637,0.5127816319465637,1.2123123407363892,0.5030547082424164,0.5030547082424164
1,1.1839767575263977,0.5147982746362686,0.5147982746362686,1.210230255126953,0.5241016268730163,0.5241016268730163
2,1.1798941850662232,0.5046321958303451,0.5046321958303451,1.2190604329109191,0.5087554007768631,0.5087554007768631
3,1.173030936717987,0.5163274198770523,0.5163274198770523,1.2339642703533173,0.502125945687294,0.502125945687294
4,1.1715978503227233,0.5205529242753982,0.5205529242753982,1.2413274884223937,0.5079270422458648,0.5079270422458648
